,ID(n),count(s),n.I_CODE,n.N_Name,Weight,tf_idf_sum
447,3002,6,"['GARD:0003026', 'OMIM:137600', 'UMLS:C1842031']","['IRIDOGONIODYSGENESIS TYPE 2', 'IRID2']",1.73e-05,3.429929513715877e-08
448,3004,19,"['GARD:0003030', 'OMIM:147891', 'ORPHA:1509', 'ORPHANET:1509', 'UMLS:C1840061']","['SMALL PATELLA SYNDROME', 'SCOTT-TAOR SYNDROME', 'COXO-PODO-PATELLAR SYNDROME', 'ISCHIOPATELLAR DYSPLASIA', 'PATELLA APLASIA, COXA VARA, TARSAL SYNOSTOSIS', 'CONGENITAL COXA VARA, PATELLA APLASIA AND TARSAL SYNOSTOSIS', 'ISCHIOCOXOPODOPATELLAR SYNDROME']",4.57e-05,1.939859963487715e-07
449,3010,14,"['GARD:0003045', 'OMIM:204500', 'ORPHA:228349', 'ORPHANET:228349']","['NEURONAL CEROID LIPOFUSCINOSIS 2', 'CLN2', 'JANSKY-BIELSCHOWSKY DISEASE', 'CLN2 DISEASE, LATE INFANTILE (SUBTYPE)', 'CLN2 DISEASE, JUVENILE (SUBTYPE)']",3.6099999999999997e-05,1.348350457099507e-07
450,3012,34,"['GARD:0003047', 'OMIM:184252', 'ORPHA:93314', 'ORPHANET:93314']","['SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE', 'DYSMORPHISM ARTHROGRYPOSIS SKELETAL MATURATION ADVANCED', 'JEQUIER-KOZLOWSKI SYNDROME', 'SKELETAL DYSPLASIA JEQUIER-KOZLOWSKI TYPE', 'SMD KOZLOWSKI TYPE', 'JEQUIER KOZLOWSKI SKELETAL DYSPLASIA']",7.190000000000001e-05,6.000628404139276e-07
451,3014,7,"['GARD:0003048', 'OMIM:220400', 'UMLS:C0022387', 'OMIM:612347']","['JERVELL LANGE-NIELSEN SYNDROME', 'JLNS1', 'DEAFNESS, CONGENITAL, AND FUNCTIONAL HEART DISEASE', 'PROLONGED QT INTERVAL IN EKG AND SUDDEN DEATH', 'CARDIOAUDITORY SYNDROME OF JERVELL AND LANGE-NIELSEN', 'SURDO-CARDIAC SYNDROME', 'JERVELL AND LANGE-NIELSEN SYNDROME', 'LONG QT INTERVAL-DEAFNESS SYNDROME']",2.1600000000000003e-05,3.743817439062074e-08
452,3016,24,"['GARD:0003049', 'ORPHA:474', 'ORPHANET:474', 'UMLS:C0265275']","['JEUNE SYNDROME', 'ASPHYXIATING THORACIC DYSTROPHY', 'INFANTILE THORACIC DYSTROPHY', 'THORACIC PELVIC PHALANGEAL DYSTROPHY', ""JEUNE'S SYNDROME"", 'CHONDROECTODERMAL DYSPLASIA-LIKE SYNDROME', 'ATD', 'ASPHYXIATING THORACIC DYSTROPHY OF THE NEWBORN', 'JATD', 'JEUNE ASPHYXIATING THORACIC DYSTROPHY']",5.0600000000000003e-05,2.898671110944678e-07
453,3036,13,"['GARD:0003065', 'OMIM:174900', 'UMLS:C0345893']","['JUVENILE POLYPOSIS SYNDROME', 'JPS', 'POLYPOSIS JUVENILE INTESTINAL', 'PJI', 'JUVENILE INTESTINAL POLYPOSIS', 'JIP', 'POLYPOSIS FAMILIAL OF ENTIRE GASTROINTESTINAL TRACT']",3.64e-05,1.0404419243128239e-07
454,3038,9,"['GARD:0003066', 'OMIM:601553', 'UMLS:C1832162']","['JUVENILE MACULAR DEGENERATION AND HYPOTRICHOSIS', 'HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY', 'HJMD', 'JUVENILE MACULAR DYSTROPHY AND CONGENITAL HYPOTRICHOSIS']",2.52e-05,6.479022836331066e-08
455,3044,23,"['GARD:0003070', 'OMIM:147950']","['KALLMANN SYNDROME 2', 'KAL2']",4.8200000000000006e-05,3.1666725262324e-07
456,3046,55,"['GARD:0003071', 'OMIM:308700', 'ORPHA:478', 'ORPHANET:478']","['KALLMANN SYNDROME 1', 'KAL1', 'KALLMANN SYNDROME, X-LINKED', 'KALLMANN SYNDROME, TYPE 1, X-LINKED']",0.000119555,1.4631145424463409e-06
457,3048,16,"['GARD:0003073', 'OMIM:244200']","['KALLMANN SYNDROME 3', 'KAL3']",3.53e-05,1.8902736443029995e-07
458,3062,82,"['GARD:0003084', 'OMIM:244450', 'ORPHA:2707', 'ORPHANET:2707']","['KAUFMAN OCULOCEREBROFACIAL SYNDROME', 'KOS', 'SEVERE MENTAL RETARDATION, MICROCEPHALY, LONG NARROW FACE, OCULAR ANOMALIES, AND LONG THIN HANDS AND FEET']",0.00015166,2.9405598712397316e-06
459,3066,3,"['GARD:0003089', 'OMIM:148190', 'ORPHA:2334', 'ORPHANET:2334', 'UMLS:C1835698']","['KERATITIS, HEREDITARY', 'DOMINANTLY INHERITED KERATITIS']",1.13e-05,1.363619110232049e-08
460,3072,16,"['GARD:0003092', 'OMIM:124500', 'ORPHA:494', 'ORPHANET:494', 'UMLS:C0265964']","['VOHWINKEL SYNDROME', 'DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF FINGERS AND TOES', 'MUTILATING KERATODERMA', 'KERATODERMA HEREDITARIUM MUTILANS', 'KHM']",4.18e-05,1.9443386962999635e-07
461,3074,5,"['GARD:0003094', 'OMIM:148350', 'ORPHA:2202', 'ORPHANET:2202', 'UMLS:C1835672']","['KERATODERMA PALMOPLANTAR DEAFNESS', 'KERATODERMA PALMOPLANTAR, WITH DEAFNESS', 'PALMOPLANTAR KERATODERMA AND SENSORINEURAL DEAFNESS', 'HEREDITARY PALMOPLANTAR KERATODERMA WITH DEAFNESS (SUBTYPE)', 'FOCAL PALMOPLANTAR KERATODERMA WITH SENSORINEURAL DEAFNESS (SUBTYPE)', 'DIFFUSE PALMOPLANTAR KERATODERMA WITH DEAFNESS (SUBTYPE)']",1.84e-05,4.2678448264537406e-08
462,3084,27,"['GARD:0003100', 'OMIM:245000', 'ORPHA:678', 'ORPHANET:678', 'UMLS:C0030360']","['PAPILLON LEFEVRE SYNDROME', 'HYPERKERATOSIS PALMOPLANTARIS WITH PERIODONTOSIS', 'KERATORIS PALMOPLANTARIS WITH PERIODONTOPATHIA', 'PALMAR-PLANTAR HYPERKERATOSIS AND CONCOMITANT PERIODONTAL DESTRUCTION', 'KERATOSIS PALMOPLANTARIS WITH PERIODONTOPATHIA', 'PALMOPLANTAR KERATODERMA WITH PERIODONTOSIS', 'KERATOSIS PALMOPLANTAR - PERIODONTOPATHY', 'PAPILLON-LEFÈVRE SYNDROME', 'KERATOSIS PALMOPLANTAR-PERIODONTOPATHY SYNDROME']",7.140000000000001e-05,3.1556437991696e-07
463,3086,20,"['GARD:0003102', 'OMIM:148500', 'ORPHA:2198', 'ORPHANET:2198']","['TYLOSIS WITH ESOPHAGEAL CANCER', 'TOC', 'KERATOSIS PALMOPLANTARIS WITH ESOPHAGEAL CANCER', 'HOWEL-EVANS SYNDROME', 'KERATOSIS PALMARIS ET PLANTARIS WITH ESOPHAGEAL CANCER', 'PALMOPLANTAR KERATODERMA-ESOPHAGEAL CARCINOMA SYNDROME', 'BENNION-PATTERSON SYNDROME', 'HOWELL-EVANS SYNDROME', 'KERATOSIS PALMOPLANTARIS-ESOPHAGEAL CARCINOMA SYNDROME', 'PALMOPLANTAR HYPERKERATOSIS-ESOPHAGEAL CARCINOMA SYNDROME', 'TYLOSIS - OESOPHAGEAL CARCINOMA', 'TYLOSIS-OESOPHAGEAL CARCINOMA SYNDROME']",5.539999999999999e-05,2.4518480082990956e-07
464,3088,12,"['GARD:0003103', 'OMIM:148600', 'ORPHA:79501', 'ORPHANET:79501', 'UMLS:C1835662']","['PUNCTATE PALMOPLANTAR KERATODERMA TYPE I', 'BRAUER-BUSCHKE-FISCHER SYNDROME', 'KERATODERMIA PALMOPLANTARIS PAPULOSA, BUSCHKE-FISCHER-BRAUER TYPE', 'TYPE I PUNCTATE PALMOPLANTAR KERATODERMA', 'KERATODERMA, PALMOPLANTAR PUNCTATE TYPE 1', 'KERATOSIS PALMOPLANTARIS PAPULOSA', 'PUNCTATE PALMOPLANTAR KERATODERMA TYPE 1']",3.8e-05,1.1239350991245352e-07
465,3090,21,"['GARD:0003105', 'OMIM:276600', 'ORPHA:28378', 'ORPHANET:28378', 'UMLS:C0268487']","['TYROSINEMIA TYPE 2', 'TYROSINEMIA TYPE II', 'RICHNER HANHART SYNDROME', 'TAT DEFICIENCY', 'TYROSINE TRANSAMINASE DEFICIENCY', 'KERATOSIS PALMOPLANTARIS WITH CORNEAL DYSTROPHY', 'OREGON TYPE TYROSINEMIA', 'TYROSINOSIS OCULOCUTANEOUS TYPE', 'TYROSINE AMINOTRANSFERASE DEFICIENCY', 'OCULOCUTANEOUS TYROSINEMIA']",4.92e-05,3.394669721206763e-07
466,3092,2,"['GARD:0003108', 'OMIM:182000', 'UMLS:C0022603', 'NCI THESAURUS:C9006']","['SEBORRHEIC KERATOSIS', 'KERATOSIS SEBORRHEICA', 'BASAL CELL PAPILLOMA', 'KERATOSIS, SEBORRHEIC']",2.02e-05,2.0010208449496538e-08
467,3098,57,"['GARD:0003113', 'OMIM:148210', 'ORPHA:477', 'ORPHANET:477', 'UMLS:C0265336']","['KID SYNDROME', 'KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT', 'KID SYNDROME, AUTOSOMAL DOMINANT', 'KERATITIS, ICHTHYOSIS, AND DEAFNESS (KID) SYNDROME', 'KID/HID SYNDROME', 'SENTER SYNDROME', 'KERATITIS-ICHTHYOSIS-DEAFNESS/HYSTRIX-LIKE ICHTHYOSIS-DEAFNESS SYNDROME', 'ICHTHYOSIS HYSTRIX RHEYDT TYPE']",0.00012861,1.481188747701294e-06
468,3112,6,"['GARD:0003125', 'OMIM:149200', 'UMLS:C0266004', 'ORPHA:2698', 'ORPHANET:2698']","['KNUCKLE PADS, LEUCONYCHIA AND SENSORINEURAL DEAFNESS', 'BART-PUMPHREY SYNDROME', 'KNUCKLE PADS-LEUKONYCHIA-SENSORINEURAL DEAFNESS-PALMOPLANTAR KERATODERMA SYNDROME', 'KNUCKLE PADS-LEUKONYCHIA-SENSORINEURAL DEAFNESS-PALMOPLANTAR HYPERKERATOSIS SYNDROME']",2.07e-05,4.9028703706596846e-08
469,3114,30,"['GARD:0003126', 'OMIM:151660']","['FAMILIAL PARTIAL LIPODYSTROPHY TYPE 2', 'FPLD2', 'LIPODYSTROPHY, FAMILIAL PARTIAL, DUNNIGAN TYPE', 'LIPODYSTROPHY, FAMILIAL, OF LIMBS AND LOWER TRUNK', 'LIPODYSTROPHY, REVERSE PARTIAL', 'LIPOATROPHIC DIABETES', 'FPL2', 'LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2', 'DUNNIGAN SYNDROME', 'FAMILIAL PARTIAL LIPODYSTROPHY, DUNNIGAN TYPE']",8.2e-05,4.1135724081042455e-07
470,3116,22,"['GARD:0003128', 'OMIM:226750', 'ORPHA:1946', 'ORPHANET:1946', 'UMLS:C0406740']","['KOHLSCHUTTER TONZ SYNDROME', 'EPILEPSY DEMENTIA AMELOGENESIS IMPERFECTA', 'KOHLSCHUTTER SYNDROME', 'EPILEPSY AND YELLOW TEETH']",4.49e-05,3.248220115626081e-07
471,3118,14,"['GARD:0003129', 'OMIM:149400', 'UMLS:C1835614']","['HEREDITARY HYPEREKPLEXIA', 'STARTLE DISEASE, FAMILIAL', 'STARTLE REACTION, EXAGGERATED', 'EXAGGERATED STARTLE REACTION', 'STHE', 'STIFF-BABY SYNDROME', 'STIFF-MAN SYNDROME, CONGENITAL', 'STIFF-PERSON SYNDROME, CONGENITAL', 'KOK DISEASE', 'HYPEREXPLEXIA HEREDITARY']",3.3299999999999996e-05,1.244983669532987e-07
472,3136,27,"['GARD:0003150', 'OMIM:259450', 'ORPHA:1149', 'ORPHANET:1149', 'UMLS:C1859709']","['KUSKOKWIM DISEASE', 'ARTHROGRYPOSIS-LIKE DISORDER', 'KUSKOKWIM SYNDROME', 'ARTHROGRYPOSIS-LIKE SYNDROME', 'BRUCK SYNDROME-1']",5.56e-05,3.673273077676792e-07
473,3150,27,"['GARD:0003163', 'OMIM:245400', 'UMLS:C2931744']",LACTIC ACIDOSIS CONGENITAL INFANTILE,5.8200000000000005e-05,5.03890750309319e-07
474,3152,31,"['GARD:0003168', 'OMIM:600775', 'ORPHA:3267', 'ORPHANET:3267', 'UMLS:C1833340']","['LAMBDOID SYNOSTOSIS', 'CRANIOSYNOSTOSIS, LAMBDOIDAL']",7.120000000000001e-05,4.806201694634135e-07
475,3156,32,"['GARD:0003170', 'OMIM:242300', 'ORPHA:313', 'ORPHANET:313']","['ICHTHYOSIS LAMELLAR 1', 'ICHTHYOSIS CONGENITA', 'LAMELLAR EXFOLIATION OF NEWBORN', 'DESQUAMATION OF NEWBORN', 'COLLODION FETUS', 'LAMELLAR ICHTHYOSIS, TYPE 1', 'LI1']",7.709999999999999e-05,5.982928417703099e-07
476,3175,7,"['GARD:0003195', 'UMLS:C0023645', 'ORPHA:505', 'ORPHANET:505']","['GRAHAM-LITTLE-PICCARDI-LASSUEUR SYNDROME', 'GRAHAM LITTLE SYNDROME', 'PICCARDI-LASSUEUR-LITTLE SYNDROME', 'GRAHAM LITTLE-PICCARDI-LASSUEUR SYNDROME']",2.1899999999999997e-05,2.211089350828034e-08
477,3177,5,"['GARD:0003196', 'OMIM:180020', 'ORPHA:1871', 'ORPHANET:1871', 'UMLS:C1867326']","['RETINAL CONE DYSTROPHY 1', 'RCD1', 'CONE DYSTROPHY AUTOSOMAL DOMINANT']",1.88e-05,2.1396317337268896e-08
478,3181,20,"['GARD:0003203', 'OMIM:311510', 'ORPHA:2379', 'ORPHANET:2379']","['EARLY-ONSET PARKINSONISM-INTELLECTUAL DISABILITY SYNDROME', 'X-LINKED RECESSIVE BASAL GANGLIA DISORDER WITH MENTAL RETARDATION', 'LAXOVA BROWN HOGAN SYNDROME', 'WAISMAN SYNDROME', 'WSN', 'BASAL GANGLIA DISORDER WITH MENTAL RETARDATION', 'BGMR', 'LAXOVA-OPITZ SYNDROME']",4.1899999999999995e-05,2.354467142670057e-07
479,3183,90,"['GARD:0003212', 'OMIM:113620', 'ORPHA:1297', 'ORPHANET:1297', 'UMLS:C0376524']","['BRANCHIOOCULOFACIAL SYNDROME', 'BOFS SYNDROME', 'BRANCHIAL CLEFTS WITH CHARACTERISTIC FACIES GROWTH RETARDATION IMPERFORATE NASOLACRIMAL DUCT AND PREMATURE AGING', 'HEMANGIOMATOUS BRANCHIAL CLEFTS-LIP PSEUDOCLEFT SYNDROME', 'LIP PSEUDOCLEFT-HEMANGIOMATOUS BRANCHIAL CYST SYNDROME']",0.00018779,3.7778863023075695e-06
480,3191,88,"['GARD:0003223', 'OMIM:151050', 'ORPHA:2658', 'ORPHANET:2658', 'UMLS:C0432269']","['LENZ MAJEWSKI HYPEROSTOTIC DWARFISM', 'LENZ-MAJEWSKI SYNDROME', 'LENZ-MAJEWSKI HYPEROSTOTIC DYSPLASIA', 'MULTIPLE CONGENITAL ANOMALIES, MENTAL RETARDATION AND PROGRESSIVE SKELETAL SCLEROSIS', 'HYPEROSTOTIC DWARFISM LENZ-MAJEWSKI TYPE']",0.00016999299999999998,3.3138679470549136e-06
481,3193,44,"['GARD:0003224', 'OMIM:127300', 'ORPHA:240', 'ORPHANET:240']","['LERI WEILL DYSCHONDROSTEOSIS', 'LWD', 'DYSCHONDROSTEOSIS', 'DCO', 'LÉRI-WEILL DYSCHONDROSTEOSIS']",9.91e-05,9.485494747149149e-07
482,3199,27,"['GARD:0003227', 'OMIM:253310', 'ORPHA:1486', 'ORPHANET:1486', 'UMLS:C1854664']","['LETHAL CONGENITAL CONTRACTURE SYNDROME 1', 'MULTIPLE CONTRACTURE SYNDROME, FINNISH TYPE', 'LETHAL AUTOSOMAL RECESSIVE SYNDROME OF MULTIPLE CONGENITAL CONTRACTURES']",6.59e-05,4.624890941467269e-07
483,3201,21,"['GARD:0003228', 'OMIM:248600', 'ORPHA:511', 'ORPHANET:511', 'UMLS:C0024776']","['MAPLE SYRUP URINE DISEASE', 'BRANCHED CHAIN KETOACIDURIA', 'BRANCHED-CHAIN ALPHA-KETO ACID DEHYDROGENASE DEFICIENCY', 'BCKD DEFICIENCY', 'KETO ACID DECARBOXYLASE DEFICIENCY', 'MSUD', 'BCKDH DEFICIENCY', 'BRANCHED-CHAIN 2-KETOACID DEHYDROGENASE DEFICIENCY', 'BRANCHED-CHAIN KETOACIDURIA']",5.479999999999999e-05,3.458504302928514e-07
484,3203,31,"['GARD:0003230', 'OMIM:250100', 'ORPHA:512', 'ORPHANET:512']","['METACHROMATIC LEUKODYSTROPHY', 'LEUKODYSTROPHY METACHROMATIC', 'METACHROMATIC LEUKOENCEPHALOPATHY', 'MLD', 'SULFATIDE LIPIDOSIS', 'ARYLSULFATASE A DEFICIENCY', 'CEREBRAL SCLEROSIS DIFFUSE METACHROMATIC FORM', 'CEREBROSIDE SULFATASE DEFICIENCY', 'ARSA DEFICIENCY']",6.94e-05,5.735107708404766e-07
485,3209,19,"['GARD:0003242', 'OMIM:119500']","['POPLITEAL PTERYGIUM SYNDROME', 'PPS', 'CLEFT LIP/PALATE PARAMEDIAN MUCOUS CYSTS OF THE LOWER LIP POPLITEAL PTERYGIUM DIGITAL AND GENITAL ANOMALIES', 'FACIOGENITOPOPLITEAL SYNDROME']",5.16e-05,1.8534299907361724e-07
486,3211,7,"['GARD:0003243', 'OMIM:127750', 'ORPHA:1648', 'ORPHANET:1648']","['LEWY BODY DEMENTIA', 'LEWY BODY DISEASE', 'DLB', 'DIFFUSE LEWY BODY DISEASE', 'AUTOSOMAL DOMINANT DIFFUSE LEWY BODY DISEASE']",2.1e-05,3.278265879836417e-08
487,3213,3,"['GARD:0003244', 'UMLS:C0860158', 'OMIM:238320', 'ORPHA:755', 'ORPHANET:755']","['LEYDIG CELL HYPOPLASIA', 'LEYDIG CELL AGENESIS', '46,XY DISORDER OF SEX DEVELOPMENT DUE TO LH DEFECTS', 'LH RESISTANCE DUE TO LH RECEPTOR DEACTIVATION', 'MALE HYPERGONADOTROPIC HYPOGONADISM DUE TO LHCGR DEFECT', '46,XY DISORDER OF SEX DEVELOPMENT DUE TO LH RESISTANCE OR LHB DEFICIENCY', '46,XY DISORDER OF SEX DEVELOPMENT DUE TO LUTEINIZING HORMONE RESISTANCE OR LUTEINIZING HORMONE BETA SUBUNIT DEFICIENCY', '46,XY DSD DUE TO LH RESISTANCE OR LHB DEFICIENCY', '46,XY DSD DUE TO LUTEINIZING HORMONE RESISTANCE OR LUTEINIZING HORMONE BETA SUBUNIT DEFICIENCY', 'MALE PSEUDOHERMAPHRODITISM DUE TO LH RESISTANCE OR LHB DEFICIENCY', 'MALE PSEUDOHERMAPHRODITISM DUE TO LUTEINIZING HORMONE RESISTANCE OR LUTEINIZING HORMONE BETA SUBUNIT DEFICIENCY']",1.17e-05,1.1405206778950981e-08
488,3230,36,"['GARD:0003263', 'UMLS:C0268193', 'ORPHA:2394', 'ORPHANET:2394', 'OMIM:246900']","['DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY', 'PYRUVATE DEHYDROGENASE E3 DEFICIENCY', 'DLD DEFICIENCY', 'E3-DEFICIENT MAPLE SYRUP URINE DISEASE', 'E3 DEFICIENCY', 'MAPLE SYRUP URINE DISEASE, TYPE III']",9.279999999999999e-05,9.64684260523919e-07
489,3232,29,"['GARD:0003268', 'OMIM:247100', 'ORPHA:530', 'ORPHANET:530', 'UMLS:C0023795']","['LIPOID PROTEINOSIS OF URBACH AND WIETHE', 'LIPOPROTEINOSIS', 'HYALINOSIS CUTIS ET MUCOSAE', 'URBACH WIETHE DISEASE']",6.9e-05,4.327460401267979e-07
490,3234,6,"['GARD:0003277', 'OMIM:257320', 'ORPHA:89844', 'ORPHANET:89844', 'UMLS:C0796089']","['LISSENCEPHALY 2', 'LIS2', 'NORMAN ROBERTS LISSENCEPHALY SYNDROME', 'LISSENCEPHALY SYNDROME NORMAN-ROBERTS TYPE']",2.23e-05,3.540314785490934e-08
491,3238,8,"['GARD:0003284', 'OMIM:192500', 'ORPHA:101016', 'ORPHANET:101016', 'UMLS:C0035828']","['LONG QT SYNDROME 1', 'LQT1', 'ROMANO-WARD SYNDROME', 'WARD-ROMANO SYNDROME', 'VENTRICULAR FIBRILLATION WITH PROLONGED QT INTERVAL']",2.48e-05,4.784433131434495e-08
492,3242,7,"['GARD:0003286', 'OMIM:603830', 'UMLS:C1859062']","['LONG QT SYNDROME 3', 'LQT3']",2.24e-05,4.098439261598647e-08
493,3248,141,"['GARD:0003295', 'OMIM:309000', 'ORPHA:534', 'ORPHANET:534']","['LOWE OCULOCEREBRORENAL SYNDROME', 'OCRL', 'OCRL1', 'LOWE SYNDROME', 'PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 5-PHOSPHATASE DEFICIENCY', 'OCULOCEREBRORENAL SYNDROME']",0.000304652,8.922159786686056e-06
494,3256,5,"['GARD:0003304', 'OMIM:237900', 'ORPHA:2312', 'ORPHANET:2312', 'UMLS:C0270210']","['LUCEY-DRISCOLL SYNDROME', 'TRANSIENT FAMILIAL NEONATAL HYPERBILIRUBINEMIA', 'TRANSIENT FAMILIAL HYPERBILIRUBINEMIA']",1.82e-05,2.1775436237868204e-08
495,3259,57,"['GARD:0003307', 'OMIM:309520', 'ORPHA:776', 'ORPHANET:776', 'UMLS:C0796022']","['LUJAN SYNDROME', 'MARFANOID HABITUS, MILD GENERAL HYPOTONIA, HYPERNASAL VOICE, NORMAL TESTICULAR SIZE AND DISTINCT CRANIOFACIAL ANOMALIES']",0.000106759,1.3933699879178883e-06
496,3261,28,"['GARD:0003314', 'OMIM:212840', 'ORPHA:1173', 'ORPHANET:1173', 'UMLS:C1859305']","['CEREBELLAR ATAXIA AND HYPOGONADOTROPIC HYPOGONADISM', 'CEREBELLAR ATAXIA - HYPOGONADISM', 'LUTEINIZING HORMONE-RELEASING HORMONE DEFICIENCY WITH ATAXIA', 'LUTEINIZING HORMONE RELEASING HORMONE, DEFICIENCY OF WITH ATAXIA', 'LHRH DEFICIENCY AND ATAXIA', 'GORDON-HOLMES SYNDROME', 'CEREBELLAR ATAXIA-HYPOGONADISM SYNDROME']",5.7799999999999995e-05,4.497823779138415e-07
497,3263,87,"['GARD:0003318', 'OMIM:235510', 'ORPHA:2136', 'ORPHANET:2136']","['HENNEKAM SYNDROME', 'LYMPHANGIECTASIES AND LYMPHEDEMA HENNEKAM TYPE', 'HENNEKAM LYMPHANGIECTASIA LYMPHEDEMA SYNDROME', 'INTESTINAL LYMPHAGIECTASIA LYMPHEDEMA INTELLECTUAL DEFICIT SYNDROME']",0.00018416,3.454566009043132e-06
498,3265,34,"['GARD:0003319', 'OMIM:606690', 'ORPHA:538', 'ORPHANET:538']","['LYMPHANGIOLEIOMYOMATOSIS', 'LAM', 'LYMPHANGIO-MYOMATOSIS']",8.75e-05,5.640785458971394e-07
499,3275,39,"['GARD:0003335', 'OMIM:222700', 'ORPHA:470', 'ORPHANET:470', 'UMLS:C0268647']","['LYSINURIC PROTEIN INTOLERANCE', 'LPI', 'DIBASICAMINO ACIDURIA II']",8.47e-05,8.848803331310959e-07
500,3279,33,"['GARD:0003343', 'OMIM:130650', 'ORPHA:116', 'ORPHANET:116', 'UMLS:C0004903']","['BECKWITH-WIEDEMANN SYNDROME', 'WIEDEMANN-BECKWITH SYNDROME (WBS)', 'EXOMPHALOS MACROGLOSSIA GIGANTISM SYNDROME', 'EMG SYNDROME']",7.950000000000001e-05,4.401728104390241e-07
501,3285,9,"['GARD:0003350', 'OMIM:154020', 'UMLS:C1835171', 'ORPHA:34528', 'ORPHANET:34528']","['RENAL HYPOMAGNESEMIA 2', 'MAGNESIUM LOSS, ISOLATED RENAL', 'MAGNESIUM WASTING, RENAL', 'HOMG2', 'ISOLATED AUTOSOMAL DOMINANT HYPOMAGNESEMIA', 'ISOLATED RENAL MAGNESIUM WASTING', 'RENAL HYPOMAGNESEMIA TYPE 2', 'AUTOSOMAL DOMINANT PRIMARY HYPOMAGNESEMIA WITH HYPOCALCIURIA']",3.18e-05,7.832716437070492e-08
502,3295,17,"['GARD:0003371', 'OMIM:248360', 'ORPHA:943', 'ORPHANET:943']","['MALONYL-COA DECARBOXYLASE DEFICIENCY', 'MALONIC ACIDURIA', 'MALONICACIDURIA', 'MALONIC ACIDEMIA', 'MCD DEFICIENCY']",3.72e-05,2.2547605403242554e-07
503,3297,15,"['GARD:0003373', 'OMIM:212112', 'ORPHA:2229', 'ORPHANET:2229', 'UMLS:C0796031']","['DILATED CARDIOMYOPATHY WITH HYPERGONADOTROPIC HYPOGONADISM', 'CARDIOGENITAL SYNDROME', 'NAJJAR SYNDROME', 'MALOUF SYNDROME', 'GENITAL ANOMALY WITH CARDIOMYOPATHY', 'DILATED CARDIOMYOPATHY-HYPERGONADOTROPIC HYPOGONADISM SYNDROME']",4.03e-05,1.732554987685545e-07
504,3299,55,"['GARD:0003374', 'OMIM:248370', 'ORPHA:90153', 'ORPHANET:90153', 'UMLS:C0432291']","['MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY', 'MADA', 'LIPODYSTROPHY, TYPE A, ASSOCIATED WITH MANDIBULOACRAL DYSPLASIA']",0.00012023,1.312646046882803e-06
505,3303,40,"['GARD:0003382', 'OMIM:600920', 'ORPHA:2460', 'ORPHANET:2460', 'UMLS:C1833136']","['MARDEN WALKER LIKE SYNDROME', 'MARDEN WALKER LIKE SYNDROME WITHOUT PSYCHOMOTOR RETARDATION', 'VAN DEN ENDE GUPTA SYNDROME', 'VDEGS', 'BLEPHAROPHIMOSIS, ARACHNODACTYLY, AND CONGENITAL CONTRACTURES']",8.57e-05,5.91763393579514e-07
506,3311,7,"['GARD:0003390', 'OMIM:146550', 'UMLS:C2931059']","['MARIE UNNA CONGENITAL HYPOTRICHOSIS', 'MUHH', 'HYPOTRICHOSIS, MARIE UNNA TYPE', 'MARIE UNNA HEREDITARY HYPOTRICHOSIS']",1.91e-05,3.356921315189386e-08
507,3315,10,"['GARD:0003395', 'OMIM:248450', 'UMLS:C1855425']","['MANITOBA OCULOTRICHOANAL SYNDROME', 'OCULOTRICHOANAL SYNDROME', 'MARLES SYNDROME', 'MARLES-GREENBERG-PERSAUD SYNDROME', 'MANITOBA TRICHOANAL SYNDROME', 'MOTA SYNDROME', 'UNILATERAL UPPER EYELID COLOBOMA, ABERRANT ANTERIOR HAIRLINE PATTERN, AND ANAL ANOMALIES']",2.46e-05,5.679927200103199e-08
508,3317,19,"['GARD:0003396', 'OMIM:602361', 'ORPHA:2763', 'ORPHANET:2763', 'UMLS:C1865639']","['GRACILE BONE DYSPLASIA', 'SKELETAL DYSPLASIA LETHAL WITH GRACILE BONES', 'OSTEOCRANIOSTENOSIS', 'OSTEOCRANIOSPLENIC SYNDROME', 'HABRODYSPLASIA']",4.1700000000000004e-05,2.3346098814812424e-07
509,3323,57,"['GARD:0003406', 'OMIM:212720', 'ORPHA:1387', 'ORPHANET:1387', 'UMLS:C0796037']","['MARTSOLF SYNDROME', 'CATARACT-INTELLECTUAL DISABILITY-HYPOGONADISM SYNDROME']",0.000113655,1.5978027165394913e-06
510,3331,3,"['GARD:0003418', 'OMIM:125850', 'UMLS:C1852093']","['MATURITY-ONSET DIABETES OF THE YOUNG,  TYPE 1', 'MODY1', 'MODY TYPE 1', 'DIABETES MELLITUS MODY TYPE 1', 'TYPE 1 MATURITY-ONSET DIABETES OF THE YOUNG', 'MODY HNF4A RELATED']",1.66e-05,1.691212991531294e-08
