,ID(n),count(s),d.id,n.I_CODE,n.N_Name,Weight,tf_idf_sum
744,114961,72,HP:0003581,"['HP:0003598', 'HP:0003585', 'HP:0003662', 'HP:0003627', 'HP:0003669', 'UMLS:C1853562', 'HP:0003581']","['ONSET IN ADULTHOOD', 'SYMPTOMS BEGIN IN ADULTHOOD', 'ONSET IN EARLY ADULTHOOD', 'ADULT ONSET']",0.000180423,1.872404001112703e-06
745,106194,5,HP:0002273,"['HP:0002338', 'SNOMEDCT_US:91327001', 'UMLS:C0270790', 'MESH:D011782', 'HP:0002273']","['QUADRIPARESIS', 'TETRAPARESIS']",2.02e-05,2.0080174080117883e-08
746,103209,34,HP:0003401,"['HP:0002082', 'UMLS:C0030554', 'SNOMEDCT_US:91019004', 'MESH:D010292', 'HP:0003401']","['PARESTHESIAS', 'TINGLING', 'PINS AND NEEDLES FEELING', 'PARESTHESIA']",9.05e-05,6.425090375134208e-07
747,66716,34,HP:0001258,"['HP:0007216', 'HP:0007062', 'HP:0007124', 'MESH:D010264', 'UMLS:C0037772', 'SNOMEDCT_US:192967009', 'HP:0001258']","['SPASTIC PARAPLEGIA, LOWER LIMB', 'SPASTIC PARAPLEGIA']",8.09e-05,4.452038370862227e-07
748,117070,7,HP:0002127,"['UMLS:C4025723', 'HP:0002127']","['ABNORMAL SHAPE OF UPPER MOTOR NEURON', 'ABNORMAL UPPER MOTOR NEURON MORPHOLOGY']",2.68e-05,2.791744720013819e-08
749,124940,29,HP:0002071,"['HP:0007113', 'HP:0006810', 'UMLS:C0234133', 'MESH:D001480', 'SNOMEDCT_US:43378000', 'UMLS:C0015371', 'SNOMEDCT_US:76349003', 'HP:0002071']","['EXTRAPYRAMIDAL SIGNS', 'EXTRAPYRAMIDAL SYMPTOMS', 'EXTRAPYRAMIDAL TRACT SIGNS', 'EXTRAPYRAMIDAL SYNDROME', 'EXTRAPYRAMIDAL DYSFUNCTION', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION']",9.470000000000001e-05,5.240018599610154e-07
750,64092,72,HP:0000726,"['HP:0007150', 'HP:0007122', 'HP:0002274', 'HP:0007283', 'UMLS:C0497327', 'SNOMEDCT_US:52448006', 'MESH:D003704', 'HP:0000726']","['DEMENTIA', 'DEMENTIA, PROGRESSIVE', 'PROGRESSIVE DEMENTIA']",0.000184776,2.1980484300058578e-06
751,92800,19,HP:0002839,"['HP:0000018', 'UMLS:C1843663', 'HP:0002839']","['SPHINCTER DISTURBANCES', 'SPHINCTER DISTURBANCE', 'URINARY BLADDER SPHINCTER DYSFUNCTION']",4.5e-05,1.5432540037881258e-07
752,109137,39,HP:0200042,"['SNOMEDCT_US:46742003', 'MESH:D012883', 'UMLS:C0037299', 'HP:0200042']","['OPEN SKIN SORE', 'SKIN ULCER']",0.000123191,9.990851644787257e-07
753,89261,7,HP:0000011,"['UMLS:C0005697', 'MESH:D001750', 'SNOMEDCT_US:398064005', 'SNOMEDCT_US:397732007', 'HP:0000011']","['LACK OF BLADDER CONTROL DUE TO NERVOUS SYSTEM INJURY', 'NEUROGENIC BLADDER']",2.7000000000000002e-05,3.90722638239823e-08
754,66429,18,HP:0001269,"['MESH:D010291', 'UMLS:C0018989', 'SNOMEDCT_US:127377003', 'SNOMEDCT_US:20022000', 'HP:0001269']","['WEAKNESS OF ONE SIDE OF BODY', 'HEMIPARESIS']",4.72e-05,1.5815249099636446e-07
755,124104,56,HP:0002936,"['HP:0007296', 'HP:0006845', 'HP:0003476', 'HP:0006993', 'HP:0007292', 'HP:0006971', 'HP:0006843', 'HP:0007138', 'HP:0006922', 'UMLS:C1847584', 'HP:0002936']","['DISTAL SENSORY LOSS', 'DISTAL SENSORY LOSS, UPPER AND LOWER LIMBS', 'DISTAL SENSATION LOSS', 'DISTAL SENSORY IMPAIRMENT IN LOWER LIMBS', 'DISTAL SENSORY IMPAIRMENT OF THE LOWER EXTREMITIES', 'DECREASED SENSATION IN EXTREMITIES', 'LOSS OF DISTAL SENSATION', 'DECREASED DISTAL SENSATION', 'DISTAL SENSORY IMPAIRMENT']",0.000123485,8.987700410490248e-07
756,100384,124,HP:0001324,"['HP:0008979', 'HP:0009012', 'HP:0002309', 'HP:0009061', 'UMLS:C0151786', 'SNOMEDCT_US:26544005', 'MESH:D018908', 'HP:0001324']","['MUSCULAR WEAKNESS', 'MUSCLE WEAKNESS']",0.000357444,7.703369760932609e-06
757,64601,41,HP:0000708,"['HP:0002368', 'HP:0002456', 'HP:0000715', 'UMLS:C0004941', 'SNOMEDCT_US:277843001', 'UMLS:C0233514', 'MESH:D000066553', 'SNOMEDCT_US:25786006', 'MESH:D001526', 'HP:0000708']","['BEHAVIOURAL/PSYCHIATRIC ABNORMALITY', 'BEHAVIORAL ABNORMALITY', 'PSYCHIATRIC DISORDERS', 'BEHAVIORAL PROBLEMS', 'BEHAVIORAL/PSYCHIATRIC ABNORMALITIES', 'PSYCHIATRIC DISTURBANCES', 'BEHAVIORAL DISTURBANCES', 'BEHAVIORAL DISORDERS', 'BEHAVIORAL CHANGES', 'BEHAVIORAL SYMPTOMS']",0.000341957,2.843004818937601e-06
758,104825,32,HP:0003457,"['HP:0003753', 'HP:0100286', 'HP:0003751', 'HP:0002177', 'UMLS:C0476403', 'SNOMEDCT_US:274523007', 'HP:0003457']","['EMG ABNORMALITIES', 'ELECTROMYOGRAM ABNORMAL', 'ABNORMAL EMG', 'ABNORMAL ELECTROMYOGRAPHY FINDING', 'EMG ABNORMALITY']",0.000138753,7.655915417830943e-07
759,80241,4,HP:0100246,"['SNOMEDCT_US:302858007', 'UMLS:C0029440', 'SNOMEDCT_US:83612000', 'MESH:D010016', 'HP:0100246']",OSTEOMA,3.0299999999999998e-05,2.1340114180304768e-08
760,114307,6,http://purl.obolibrary.org/obo/HP_0031013,HP:0031013,ANKYLOSIS,2.44e-05,2.9175312569538467e-08
761,124061,102,HP:0003676,"['UMLS:C1864985', 'SNOMEDCT_US:255314001', 'UMLS:C0205329', 'SNOMEDCT_US:252157006', 'HP:0003676']","['WORSENS WITH TIME', 'PROGRESSIVE DISORDER', 'PROGRESSIVE']",0.000205293,3.251921497048633e-06
762,104823,3,http://purl.obolibrary.org/obo/HP_0025027,HP:0025027,"['OSTEOMATOSIS', 'MILIARY OSTEOMA', 'CUTANEOUS OSTEOSIS', 'OSTEOMA CUTIS']",1.49e-05,1.080532710312805e-08
763,122421,50,HP:0003621,"['HP:0003620', 'HP:0003589', 'HP:0003659', 'HP:0003580', 'HP:0003578', 'HP:0003619', 'HP:0003582', 'HP:0003583', 'HP:0003604', 'HP:0003625', 'HP:0003670', 'HP:0003592', 'HP:0003661', 'UMLS:C4025588', 'HP:0003621']","['SIGNS AND SYMPTOMS BEGIN BEFORE 15 YEARS OF AGE', 'JUVENILE ONSET']",0.000108624,7.910832515962497e-07
764,80868,6,HP:0100242,"['SNOMEDCT_US:2424003', 'UMLS:C1261473', 'MESH:D012509', 'SNOMEDCT_US:424413001', 'SNOMEDCT_US:269469005', 'SNOMEDCT_US:424952003', 'HP:0100242']","['MALIGNANT CONNECTIVE TISSUE TUMOR', 'CANCER OF CONNECTIVE TISSUE', 'SARCOMA']",7.13e-05,6.643845884884426e-08
765,101236,31,HP:0002758,"['HP:0005762', 'HP:0001379', 'HP:0002824', 'UMLS:C0029408', 'MESH:D010003', 'SNOMEDCT_US:396275006', 'SNOMEDCT_US:225655006', 'HP:0002758']","['DEGENERATIVE JOINT DISEASE', 'OSTEOARTHRITIS']",0.000119596,7.26084086007365e-07
766,88898,39,HP:0001482,"['HP:0005903', 'SNOMEDCT_US:95325000', 'UMLS:C0151811', 'UMLS:C0746926', 'HP:0001482']","['GROWTH OF ABNORMAL TISSUE UNDER THE SKIN', 'FIRM LUMP UNDER THE SKIN', 'MULTIPLE, SUBCUTANEOUS NODULES', 'SUBCUTANEOUS NODULES', 'SUBCUTANEOUS NODULE']",0.00011214700000000001,9.56600356827885e-07
767,83407,2,HP:0011987,"['UMLS:C4023096', 'HP:0011987']","['CALCIFICATION OF MUSCLE TISSUE', 'ECTOPIC OSSIFICATION IN MUSCLE TISSUE']",1.62e-05,4.4664115788974635e-09
768,103717,1,HP:0010766,"['UMLS:C3806226', 'HP:0010766']",ECTOPIC CALCIFICATION,0.000158675,2.084276634177903e-08
769,96630,2,HP:0000828,"['MESH:D010279', 'UMLS:C0030517', 'UMLS:C4025822', 'SNOMEDCT_US:73132005', 'HP:0000828']","['PARATHYROID DISEASE', 'ABNORMALITY OF THE PARATHYROID GLAND']",3.3299999999999996e-05,1.0435656930624484e-08
770,68746,32,HP:0002653,"['SNOMEDCT_US:12584003', 'UMLS:C0151825', 'HP:0002653']",['BONE PAIN'],9.76e-05,5.565181357092198e-07
771,23512,24,HP:0001034,"['HP:0007442', 'HP:0007491', 'HP:0007492', 'HP:0200031', 'HP:0100815', 'HP:0200033', 'UMLS:C1842774', 'HP:0001034']","['HYPERPIGMENTED MACULES', 'HYPERPIGMENTED SPOTS', 'HYPERPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE']",9.9e-05,4.2347467470132034e-07
772,65937,96,HP:0001284,"['HP:0001314', 'MESH:D012021', 'UMLS:C0278124', 'SNOMEDCT_US:349006', 'SNOMEDCT_US:37280007', 'UMLS:C0234146', 'UMLS:C0241772', 'HP:0001284']","['DEEP TENDON REFLEXES ABSENT', 'ABSENT DEEP TENDON REFLEXES', 'LOSS OF DEEP TENDON REFLEXES', 'ABSENT TENDON REFLEXES', 'AREFLEXIA']",0.000201048,3.1221610413605505e-06
773,100065,100,HP:0001337,"['HP:0001309', 'HP:0001295', 'SNOMEDCT_US:26079004', 'UMLS:C0040822', 'MESH:D014202', 'HP:0001337']","['TREMORS', 'TREMOR']",0.00023421599999999998,4.039560012122157e-06
774,66491,10,HP:0001262,"['SNOMEDCT_US:79519003', 'SNOMEDCT_US:271782001', 'UMLS:C2830004', 'HP:0001262']","['MORE THAN TYPICAL SLEEPINESS DURING DAY', 'EXCESSIVE DAYTIME SOMNOLENCE']",2.84e-05,5.63384710182394e-08
775,99433,6,http://purl.obolibrary.org/obo/HP_0040129,"['UMLS:C1866772', 'HP:0040129']","['NERVE CONDUCTION ABNORMALITIES', 'ABNORMAL NERVE CONDUCTION VELOCITIES', 'ABNORMAL NERVE CONDUCTION', 'ABNORMAL NERVE CONDUCTION VELOCITY']",3.53e-05,4.4582595090089514e-08
776,47650,16,HP:0002463,"['UMLS:C0023015', 'MESH:D007806', 'SNOMEDCT_US:62305002', 'HP:0002463']","['LANGUAGE IMPAIRMENT', 'LANGUAGE DISORDER']",4.6e-05,1.1524354818625904e-07
777,49824,17,HP:0003712,"['UMLS:C2265792', 'HP:0003712']","['MUSCULAR HYPERTROPHY', 'INCREASED SKELETAL MUSCLE CELLS', 'MUSCLE HYPERTROPHY', 'HYPERTROPHIC MUSCLES', 'SKELETAL MUSCLE HYPERTROPHY']",0.000104072,3.1698758166612994e-07
778,55839,9,HP:0002385,"['MESH:D020335', 'SNOMEDCT_US:1845001', 'UMLS:C0221166', 'HP:0002385']","['PARTIAL PARALYSIS OF LEGS', 'PARAPARESIS']",3.79e-05,6.269126969522274e-08
779,102123,17,HP:0007328,"['HP:0002713', 'UMLS:C1837522', 'HP:0007328']","['IMPAIRED PAIN SENSATION', 'DECREASED PAIN SENSATION', 'DECREASED PINPRICK SENSATION']",5.01e-05,1.6640803828942853e-07
780,104618,27,HP:0000763,"['HP:0007043', 'HP:0007142', 'HP:0006815', 'HP:0003410', 'UMLS:C0151313', 'SNOMEDCT_US:95662005', 'HP:0000763']","['DAMAGE TO NERVES THAT SENSE FEELING', 'PERIPHERAL SENSORY NEUROPATHY', 'SENSORY NEUROPATHY']",0.000102439,5.095544500701415e-07
781,113253,27,HP:0100585,"['UMLS:C4022018', 'HP:0100585']","['TELEANGIECTASIA OF THE SKIN', 'TELANGIECTASIA OF THE SKIN']",0.00013884799999999998,8.818532524597079e-07
782,47604,24,HP:0001004,"['HP:0003605', 'UMLS:C0024236', 'UMLS:C1835229', 'SNOMEDCT_US:234097001', 'SNOMEDCT_US:30213001', 'MESH:D008209', 'UMLS:C0240278', 'HP:0001004']","['ONSET OF LYMPHEDEMA AROUND PUBERTY', 'SWELLING CAUSED BY EXCESS LYMPH FLUID UNDER SKIN', 'LYMPHOEDEMA', 'LYMPHATIC OBSTRUCTION', 'LYMPHEDEMA']",6.68e-05,3.898939858856114e-07
783,56480,3,HP:0002363,"['UMLS:C1850601', 'HP:0002363']","['ABNORMAL SHAPE OF BRAINSTEM', 'ABNORMALITY OF THE BRAINSTEM', 'ABNORMALITY OF BRAINSTEM MORPHOLOGY']",8.78e-05,3.4914977008595685e-08
784,57622,26,HP:0002321,"['SNOMEDCT_US:399090003', 'MESH:D004244', 'SNOMEDCT_US:271789005', 'SNOMEDCT_US:399153001', 'UMLS:C0042571', 'SNOMEDCT_US:404640003', 'MESH:D014717', 'UMLS:C0012833', 'HP:0002321']","['DIZZY SPELL', 'DIZZINESS', 'VERTIGO']",7.55e-05,4.104350900009598e-07
785,56131,74,HP:0002376,"['HP:0002489', 'HP:0006854', 'HP:0007242', 'HP:0002471', 'HP:0007037', 'HP:0006828', 'HP:0007247', 'HP:0006797', 'UMLS:C1855996', 'UMLS:C1857121', 'UMLS:C1836830', 'UMLS:C1859678', 'UMLS:C1850493', 'UMLS:C1855009', 'SNOMEDCT_US:609225004', 'UMLS:C1855019', 'UMLS:C1836550', 'HP:0002376']","['PSYCHOMOTOR REGRESSION IN INFANTS', 'PSYCHOMOTOR REGRESSION', 'PSYCHOMOTOR REGRESSION, PROGRESSIVE', 'NEURODEVELOPMENTAL REGRESSION', 'MENTAL DETERIORATION IN CHILDHOOD', 'LOSS OF DEVELOPMENTAL MILESTONES', 'PSYCHOMOTOR REGRESSION BEGINNING IN INFANCY', 'DEVELOPMENTAL REGRESSION']",0.000147222,2.0013391471033868e-06
786,49570,13,HP:0003700,"['HP:0008987', 'HP:0008996', 'HP:0009043', 'HP:0009052', 'HP:0009068', 'HP:0009074', 'HP:0008977', 'UMLS:C1389113', 'HP:0003700']","['DIFFUSE SKELETAL MUSCLE WASTING', 'GENERALIZED MUSCLE DEGENERATION', 'GENERALIZED MUSCLE ATROPHY', 'MUSCLE ATROPHY, DIFFUSE', 'DIFFUSE MUSCLE WASTING', 'DIFFUSE MUSCLE ATROPHY', 'DIFFUSE AMYOTROPHY', 'MUSCLE ATROPHY, GENERALIZED', 'MUSCULAR ATROPHY, GENERALIZED', 'GENERALIZED AMYOTROPHY']",3.6700000000000004e-05,8.885740535631074e-08
787,105063,4,HP:0003461,"['UMLS:C1836533', 'HP:0003461']",INCREASED URINARY O-LINKED SIALOPEPTIDES,2.0300000000000002e-05,1.4494882202176505e-08
788,46732,14,HP:0100704,"['HP:0000595', 'UMLS:C4048268', 'SNOMEDCT_US:68574006', 'SNOMEDCT_US:413924001', 'MESH:D019575', 'UMLS:C0155320', 'HP:0100704']","['CORTICAL/CEREBRAL VISUAL IMPAIRMENT', 'CORTICAL BLINDNESS', 'CVI', 'CORTICAL VISUAL IMPAIRMENT', 'CEREBRAL VISUAL IMPAIRMENT']",3.72e-05,9.85747715361937e-08
789,100077,76,HP:0001336,"['HP:0002535', 'HP:0007087', 'SNOMEDCT_US:17450006', 'UMLS:C1854302', 'UMLS:C0027066', 'MESH:D009207', 'SNOMEDCT_US:127324008', 'HP:0001336']","['MYOCLONIC JERKS', 'INVOLUNTARY JERKING MOVEMENTS', 'MYOCLONUS']",0.00022333099999999998,2.619694079569531e-06
790,96986,15,HP:0000813,"['HP:0008735', 'UMLS:C0266387', 'SNOMEDCT_US:31401003', 'HP:0000813']","['UTERUS BICORNIS', 'HEART SHAPED UTERUS', 'HEART-SHAPED UTERUS', 'BICORNUATE UTERUS']",3.85e-05,1.442134947759698e-07
791,119765,12,HP:0010034,"['HP:0006141', 'HP:0001190', 'HP:0005898', 'HP:0001499', 'UMLS:C1849311', 'HP:0010034']","['SHORT FIRST METACARPAL', 'SHORTENED 1ST LONG BONE OF HAND', 'FIRST METACARPAL HYPOPLASIA', 'FIRST METACARPALS HYPOPLASTIC', 'HYPOPLASTIC 1ST METACARPAL', 'SHORT FIRST METACARPALS', 'SHORT 1ST METACARPAL']",4.18e-05,1.0442530859971386e-07
792,94963,13,HP:0000885,"['HP:0006667', 'HP:0000950', 'HP:0000903', 'UMLS:C1848654', 'HP:0000885']","['WIDE RIBS', 'BROAD RIBS']",3.8900000000000004e-05,1.286704149626942e-07
793,75963,56,HP:0001162,"['HP:0005763', 'HP:0009984', 'HP:0004698', 'SNOMEDCT_US:205131007', 'UMLS:C0431904', 'HP:0001162']","['POLYDACTYLY AFFECTING THE 5TH FINGER', 'POSTAXIAL POLYDACTYLY OF HANDS', 'EXTRA PINKIE FINGER', 'POLYDACTYLY, POSTAXIAL', 'POSTAXIAL POLYDACTYLY OF FINGERS', 'EXTRA LITTLE FINGER', 'POSTAXIAL POLYDACTYLY OF HAND', 'EXTRA PINKY FINGER', 'POSTAXIAL HAND POLYDACTYLY']",0.000144372,1.8382981450647624e-06
794,60692,4,HP:0000329,"['UMLS:C1861443', 'HP:0000329']","['FACIAL HEMANGIOMATA', 'FACIAL HEMANGIOMA']",5.04e-05,5.412796017931388e-08
795,60972,1,HP:0006392,"['UMLS:C1849307', 'HP:0006392']",['INCREASED DENSITY OF LONG BONES'],3.97e-05,1.0664006204508936e-08
796,60498,6,HP:0001795,"['HP:0008413', 'UMLS:C0423807', 'SNOMEDCT_US:247487009', 'HP:0001795']","['NAIL OVERCURVATURE', 'INCREASED NAIL CURVATURE', 'HYPERCONVEX NAIL']",4.1899999999999995e-05,5.796692661716332e-08
797,95248,7,HP:0000879,"['UMLS:C0575497', 'UMLS:C4020883', 'SNOMEDCT_US:298724002', 'HP:0000879']","['SHORT STERNUM', 'HYPOPLASTIC STERNUM']",2.3199999999999998e-05,4.733075677794138e-08
798,60122,59,HP:0000348,"['HP:0000342', 'UMLS:C0239676', 'UMLS:C2677762', 'HP:0000348']","['HIGH FOREHEAD', 'TALL FOREHEAD']",0.000115284,1.6342612770380328e-06
799,86305,2,HP:0009104,"['HP:0008841', 'UMLS:C1849305', 'HP:0009104']","['HYPOPLASTIC/APLASTIC PUBIC BONES', 'ABSENT/UNDERDEVELOPED PUBIC BONES', 'ABSENT/SMALL PUBIC BONES', 'APLASIA/HYPOPLASIA OF THE PUBIC BONE']",3.06e-05,1.7630195172558305e-08
800,91214,6,HP:0002884,"['SNOMEDCT_US:109843000', 'MESH:D018197', 'UMLS:C0206624', 'SNOMEDCT_US:45024009', 'HP:0002884']",HEPATOBLASTOMA,2.98e-05,4.2416778622382165e-08
801,122590,21,HP:0002982,"['HP:0006363', 'UMLS:C1837081', 'HP:0002982']","['BOWING OF THE TIBIA', 'BOWED TIBIA', 'BOWED SHINBONE', 'BOWED SHANKBONE', 'TIBIAL BOWING']",6.73e-05,3.020787832356183e-07
802,78994,21,HP:0002521,"['UMLS:C0684276', 'MESH:D013036', 'SNOMEDCT_US:28055006', 'HP:0002521']","['HYPSARRHYTHMIA BY EEG', 'HYPSARRHYTHMIA']",5.15e-05,1.5568410365729853e-07
803,62576,2,HP:0009792,"['UMLS:C0039538', 'SNOMEDCT_US:55818009', 'MESH:D013724', 'HP:0009792']",TERATOMA,9.290000000000001e-05,4.050359247009878e-08
804,87734,11,HP:0000059,"['SNOMEDCT_US:289469003', 'UMLS:C0566899', 'HP:0000059']","['HYPOPLASIA OF LABIA MAJORA', 'UNDERDEVELOPED VAGINAL LIPS', 'SMALL LABIA MAJORA', 'HYPOPLASTIC LABIA MAJORA']",3.84e-05,1.1696726249687645e-07
805,94690,8,HP:0000890,"['HP:0006592', 'SNOMEDCT_US:249687007', 'UMLS:C0426808', 'HP:0000890']","['ELONGATED CLAVICLES', 'LONG COLLARBONE', 'LONG CLAVICLES']",2.35e-05,5.323593918165897e-08
806,81194,12,HP:0000586,"['HP:0002706', 'UMLS:C1865244', 'HP:0000586']","['DECREASED DEPTH OF EYE SOCKETS', 'SHALLOW EYE SOCKETS', 'SMALL SHALLOW ORBITS', 'DECREASED DEPTH OF ORBITS', 'SHALLOW ORBITS']",3.4200000000000005e-05,9.503087904384565e-08
807,62031,11,HP:0001739,"['UMLS:C4025750', 'HP:0001739']",ABNORMALITY OF THE NASOPHARYNX,5.47e-05,1.278076413596145e-07
808,67396,7,HP:0002694,"['HP:0005757', 'UMLS:C1851714', 'UMLS:C4072847', 'UMLS:C4072848', 'HP:0002694']","['HYPEROSSIFICATION OF SKULL BASE', 'SCLEROSIS OF THE SKULL BASE', 'MARKED SCLEROSIS OF SKULL BASE', 'SCLEROTIC SKULL BASE', 'DENSE BONE OF SKULL BASE', 'HYPEROSTOSIS OF SKULL BASE', 'SCLEROSIS OF CRANIAL BASE', 'SCLEROSIS OF SKULL BASE']",3.41e-05,6.103036128541764e-08
809,55449,3,http://purl.obolibrary.org/obo/HP_0030736,"['UMLS:C0559459', 'SNOMEDCT_US:281561000', 'HP:0030736']",SACROCOCCYGEAL TERATOMA,6.08e-05,4.487664828548359e-08
810,66044,4,HP:0004492,"['HP:0005492', 'HP:0002646', 'UMLS:C1849300', 'HP:0004492']","['WIDELY PATENT FONTANELS AND SUTURES', 'WIDELY PATENT FONTANELLES AND SUTURES']",2.12e-05,2.985085142044192e-08
811,87762,3,HP:0006657,"['HP:0006653', 'HP:0006614', 'UMLS:C1834386', 'HP:0006657']","['SMALL FIRST RIB', 'HYPOPLASTIC FIRST RIB', 'HYPOPLASTIC FIRST RIBS', 'UNDERDEVELOPED FIRST RIB', 'HYPOPLASIA OF FIRST RIBS']",1.4400000000000001e-05,1.2064096821630359e-08
812,60694,1,HP:0006387,"['UMLS:C1849309', 'HP:0006387']","['BROAD OUTERMOST WIDE PORTION OF THIGHBONE', 'WIDE DISTAL METAPHYSIS OF FEMUR', 'WIDE DISTAL FEMORAL METAPHYSIS']",1.5399999999999998e-05,4.136667394192382e-09
813,87533,5,HP:0000064,"['UMLS:C1849295', 'HP:0000064']","['UNDERDEVELOPED INNER LIPS', 'HYPOPLASTIC LABIA MINORA']",2.45e-05,2.8322120516708993e-08
814,87257,5,HP:0000071,"['SNOMEDCT_US:95574003', 'UMLS:C0521618', 'HP:0000071']","['NARROWING OF THE URETER', 'URETERAL STENOSIS']",3.52e-05,4.982209130986177e-08
815,110105,1,HP:0005495,"['UMLS:C4025189', 'HP:0005495']",METOPIC SUTURE PATENT TO NASAL ROOT,1.32e-05,3.545714909307757e-09
816,104218,1,HP:0007397,"['UMLS:C1867003', 'HP:0007397']",AXILLARY APOCRINE GLAND HYPOPLASIA,1.6e-05,4.328265160692054e-09
817,98852,9,HP:0005338,"['HP:0009923', 'HP:0004521', 'UMLS:C1857206', 'HP:0005338']","['LATERALLY SPARSE EYEBROWS', 'LIMITED HAIR ON END OF EYEBROW', 'LATERALLY SPARSE EYEBROW', 'LATERAL HYPOPLASIA OF EYEBROWS', 'LATERAL THINNING OF EYEBROWS', 'SPARSE LATERAL EYEBROWS', 'SPARSE LATERAL EYEBROW']",2.56e-05,4.826572574510979e-08
818,93621,6,HP:0010627,"['HP:0008238', 'UMLS:C1859775', 'UMLS:C0948740', 'HP:0010627']","['UNDERDEVELOPED PITUITARY GLAND', 'HYPOPLASIA OF THE PITUITARY GLAND', 'ANTERIOR PITUITARY HYPOPLASIA']",2.3e-05,2.359608177995281e-08
819,119329,1,HP:0008093,"['UMLS:C1862083', 'HP:0008093']","['SHORT 4TH TOE', 'SHORT FOURTH TOE']",1.09e-05,2.9486306407214623e-09
820,76856,8,HP:0003186,"['UMLS:C0269269', 'SNOMEDCT_US:82231009', 'HP:0003186']","['INVERTED NIPPLES', 'INVAGINATED NIPPLES']",2.52e-05,4.069876142493775e-08
821,94991,15,HP:0000882,"['HP:0000906', 'HP:0006616', 'UMLS:C1846434', 'HP:0000882']","['SHORT SCAPULAE', 'SMALL SCAPULAE', 'SMALL SCAPULA', 'SMALL SHOULDER BLADE', 'HYPOPLASTIC SCAPULA', 'SCAPULAR HYPOPLASIA', 'HYPOPLASTIC SCAPULAE']",5.12e-05,1.7668648686813676e-07
822,108014,10,HP:0002215,"['HP:0004518', 'HP:0004545', 'HP:0004514', 'UMLS:C1858574', 'HP:0002215']","['SPARSE TO ABSENT AXILLARY HAIR', 'LITTLE UNDERARM HAIR', 'LIMITED ARMPIT HAIR', 'SPARSE AXILLARY HAIR']",3.5799999999999996e-05,6.502460686319929e-08
823,113864,3,HP:0001607,"['UMLS:C0238441', 'SNOMEDCT_US:22668006', 'HP:0001607']",SUBGLOTTIC STENOSIS,1.52e-05,1.3584543857256485e-08
824,70862,2,http://purl.obolibrary.org/obo/HP_0030011,"['UMLS:C0152436', 'SNOMEDCT_US:65937002', 'MESH:C562397', 'HP:0030011']",IMPERFORATE HYMEN,1.52e-05,8.706519982513575e-09
825,81372,1,HP:0011917,"['UMLS:C4021111', 'HP:0011917']","['SHORT PINKY TOE', 'SHORT PINKIE TOE', 'SHORT LITTLE TOE', 'SHORT FIFTH TOE', 'SHORT 5TH TOE']",1.09e-05,2.9486306407214623e-09
826,88016,13,HP:0000049,"['UMLS:C1858539', 'HP:0000049']","['SCROTUM SURROUNDS PENIS', 'OVERRIDING SCROTUM', 'SHAWL SCROTUM']",3.47e-05,1.0833898847580988e-07
827,122553,27,HP:0002984,"['HP:0005014', 'HP:0006418', 'HP:0005081', 'HP:0004989', 'HP:0005714', 'HP:0002995', 'UMLS:C1840087', 'SNOMEDCT_US:93288001', 'SNOMEDCT_US:205170001', 'UMLS:C0685381', 'HP:0002984']","['RADIAL HYPOPLASIA', 'UNDERDEVELOPED OUTER LARGE FOREARM BONE', 'SHORTENING OF RADIUS', 'HYPOPLASTIC RADIUS', 'HYPOPLASTIC RADII', 'SHORT RADIUS', 'SHORT RADII', 'RADIAL RAY HYPOPLASIA', 'HYPOPLASIA OF THE RADIUS']",7.77e-05,4.7629379177306873e-07
828,63653,6,HP:0011755,"['SNOMEDCT_US:715727009', 'UMLS:C4053775', 'UMLS:C3279571', 'HP:0011755']","['ECTOPIC NEUROHYPOPHYSIS', 'ECTOPIC POSTERIOR PITUITARY']",2.56e-05,2.3402153346293627e-08
829,69618,4,HP:0003982,"['UMLS:C2678397', 'HP:0003982']","['ABSENT ULNA', 'ABSENT OSSIFICATION/ABSENT ULNA', 'ABSENT ULNAE', 'APLASIA OF THE ULNA']",2.8800000000000002e-05,2.7011467894384527e-08
830,56006,20,HP:0005792,"['HP:0006464', 'HP:0006468', 'HP:0003014', 'HP:0003064', 'HP:0006419', 'HP:0002989', 'UMLS:C1832117', 'HP:0005792']","['HUMERAL HYPOPLASIA', 'HYPOPLASTIC HUMERUS', 'SHORT HUMERUS', 'SHORT LONG BONE OF UPPER ARM', 'SHORT HUMERI', 'SHORT UPPER ARMS', 'HUMERAL SHORTENING']",5.2900000000000005e-05,2.2773530910342664e-07
831,69354,1,HP:0003977,"['HP:0005046', 'UMLS:C4025467', 'HP:0003977']",DEFORMED RADIUS,2.0399999999999998e-05,5.518538079882368e-09
832,70119,6,HP:0006495,"['HP:0006372', 'HP:0006410', 'HP:0005097', 'UMLS:C1865571', 'HP:0006495']","['ABSENT/SMALL ULNA', 'ABSENCE/UNDERDEVELOPMENT OF INNER FOREARM BONE', 'ULNAR HYPOPLASIA/APLASIA', 'ABSENT-HYPOPLASTIC ULNAE', 'HYPOPLASIA OR UNILATERAL/BILATERAL ABSENCE OF ULNA', 'APLASIA/HYPOPLASIA OF THE ULNA']",3.6099999999999997e-05,4.000253565169995e-08
