,d.id,n.N_Name,count(s)
5924,http://purl.bioontology.org/ontology/OMIM/616098,"['IMD37', 'IMMUNODEFICIENCY 37']",7
5925,http://purl.bioontology.org/ontology/OMIM/616099,"['PPKWH', 'PALMOPLANTAR KERATODERMA AND WOOLLY HAIR']",7
5926,http://purl.bioontology.org/ontology/OMIM/616917,"['GPIBD13', 'MRT53', 'GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 13', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53']",16
5927,http://purl.bioontology.org/ontology/OMIM/616914,"['MARFANOID-PROGEROID SYNDROME', 'MARFAN-PROGEROID-LIPODYSTROPHY SYNDROME', 'MARFAN LIPODYSTROPHY SYNDROME', 'MFLS', 'MARFANOID-PROGEROID-LIPODYSTROPHY SYNDROME']",29
5928,http://purl.bioontology.org/ontology/OMIM/613581,"['RP56', 'RETINITIS PIGMENTOSA 56']",6
5929,http://purl.bioontology.org/ontology/OMIM/121200,"['EPILEPSY, BENIGN NEONATAL, 1, AND/OR MYOKYMIA', 'SEIZURES, BENIGN FAMILIAL NEONATAL, 1, AND/OR MYOKYMIA', 'BFNS1', 'SEIZURES, BENIGN FAMILIAL NEONATAL, 1']",11
5930,http://purl.bioontology.org/ontology/OMIM/121201,"['BFNC2', 'CONVULSIONS, BENIGN FAMILIAL NEONATAL, 2', 'BFNS2', 'SEIZURES, BENIGN FAMILIAL NEONATAL, 2']",3
5931,http://purl.bioontology.org/ontology/OMIM/616083,"['MRD30', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 30']",9
5932,http://purl.bioontology.org/ontology/OMIM/616081,"['PCH1C', 'HYPOMYELINATION WITH SPINAL MUSCULAR ATROPHY AND CEREBELLAR HYPOPLASIA', 'PONTOCEREBELLAR HYPOPLASIA, TYPE 1C']",14
5933,http://purl.bioontology.org/ontology/OMIM/612124,"['CMH12', 'CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12']",5
5934,http://purl.bioontology.org/ontology/OMIM/616080,"['MCPH12', 'MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE']",5
5935,http://purl.bioontology.org/ontology/OMIM/613587,"['OCMD', 'OMD', 'OCCULT MACULAR DYSTROPHY']",4
5936,http://purl.bioontology.org/ontology/OMIM/245150,"['PULMONIC STENOSIS, BRACHYTELEPHALANGISM, AND CALCIFICATION OF CARTILAGES', 'KTLS', 'KEUTEL SYNDROME']",34
5937,http://purl.bioontology.org/ontology/OMIM/613582,"['RP57', 'RETINITIS PIGMENTOSA 57']",5
5938,http://purl.bioontology.org/ontology/OMIM/616924,"['CMT2CC', 'CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2CC', 'CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC']",25
5939,http://purl.bioontology.org/ontology/OMIM/259700,"['OPTB1', 'ALBERS-SCHONBERG DISEASE, AUTOSOMAL RECESSIVE', 'OSTEOPETROSIS, INFANTILE MALIGNANT 1', 'MARBLE BONES, AUTOSOMAL RECESSIVE', 'OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1']",27
5940,http://purl.bioontology.org/ontology/OMIM/616922,"['ADSD2', 'STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2']",7
5941,http://purl.bioontology.org/ontology/OMIM/616921,"['IOLOD', 'DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET']",15
5942,http://purl.bioontology.org/ontology/OMIM/276880,"['UROCD', 'UROCANASE DEFICIENCY']",11
5943,http://purl.bioontology.org/ontology/OMIM/612126,"['GLUT1DS2', 'PED WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA', 'PAROXYSMAL EXERCISE-INDUCED DYSKINESIA WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA', 'PAROXYSMAL EXERTION-INDUCED DYSTONIA WITH OR WITHOUT EPILEPSY AND/OR HEMOLYTIC ANEMIA', 'DYT18', 'DYSTONIA 18', 'GLUT1 DEFICIENCY SYNDROME 2']",15
5944,http://purl.bioontology.org/ontology/OMIM/616920,"['HBMS', 'HEART AND BRAIN MALFORMATION SYNDROME']",39
5945,http://purl.bioontology.org/ontology/OMIM/182410,"['SNDNS', 'LIVEDO RETICULARIS AND CEREBROVASCULAR ACCIDENTS', 'SNEDDON SYNDROME']",15
5946,http://purl.bioontology.org/ontology/OMIM/616084,"['SIFD', 'SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY']",20
5947,http://purl.bioontology.org/ontology/OMIM/602347,"['PFIC3', 'MDR3 DEFICIENCY', 'CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, WITH ELEVATED SERUM GAMMA-GLUTAMYLTRANSFERASE', 'CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 3']",14
5948,http://purl.bioontology.org/ontology/OMIM/602342,"['PRPTS', 'PLANTAR LIPOMATOSIS, UNUSUAL FACIES, AND DEVELOPMENTAL DELAY', 'PIERPONT SYNDROME']",46
5949,http://purl.bioontology.org/ontology/OMIM/612199,"['CRMCC1', 'COATS PLUS SYNDROME', 'CRMCC', 'CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1']",41
5950,http://purl.bioontology.org/ontology/OMIM/232800,"['GSD VII', 'MUSCLE PHOSPHOFRUCTOKINASE DEFICIENCY', 'PFKM DEFICIENCY', 'TARUI DISEASE', 'GSD7', 'GLYCOGEN STORAGE DISEASE VII']",14
5951,http://purl.bioontology.org/ontology/OMIM/256370,"['NPHS4', 'NEPHROTIC SYNDROME, TYPE 4']",9
5952,http://purl.bioontology.org/ontology/OMIM/615537,"['RPK', 'RETICULATE PIGMENTATION OF KITAMURA', 'KITAMURA RETICULATE ACROPIGMENTATION', 'RAK', 'ACROPIGMENTATIO RETICULARIS', 'RETICULATE ACROPIGMENTATION OF KITAMURA']",2
5953,http://purl.bioontology.org/ontology/OMIM/259710,"['OPTB2', 'OSTEOPETROSIS, MILD AUTOSOMAL RECESSIVE FORM', 'OSTEOPETROSIS, OSTEOCLAST-POOR', 'OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2']",19
5954,http://purl.bioontology.org/ontology/OMIM/615530,"['PARK20', 'PARKINSON DISEASE 20, EARLY-ONSET']",15
5955,http://purl.bioontology.org/ontology/OMIM/609634,"['FHM3', 'MIGRAINE, FAMILIAL HEMIPLEGIC, 3']",7
5956,http://purl.bioontology.org/ontology/OMIM/609638,"['LETHAL ACANTHOLYTIC EPIDERMOLYSIS BULLOSA', 'LAEB', 'EBLA', 'EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC']",18
5957,http://purl.bioontology.org/ontology/OMIM/609637,"['HPE5', 'HOLOPROSENCEPHALY 5']",18
5958,http://purl.bioontology.org/ontology/OMIM/615539,"['EDSMC2', 'EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2']",27
5959,http://purl.bioontology.org/ontology/OMIM/268100,"['RETINOSCHISIS WITH EARLY HEMERALOPIA', 'GOLDMANN-FAVRE SYNDROME', 'FAVRE HYALOIDEORETINAL DEGENERATION', 'ESCS', 'ENHANCED S-CONE SYNDROME']",10
5960,http://purl.bioontology.org/ontology/OMIM/108010,"['BAVM', 'INTRACRANIAL HEMORRHAGE IN BRAIN ARTERIOVENOUS MALFORMATIONS, SUSCEPTIBILITY TO', 'CEREBRAL ARTERIOVENOUS MALFORMATIONS', 'ARTERIOVENOUS MALFORMATIONS OF THE BRAIN']",2
5961,http://purl.bioontology.org/ontology/OMIM/616981,"['EIEE37', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 37']",16
5962,http://purl.bioontology.org/ontology/OMIM/311250,"['ORNITHINE CARBAMOYLTRANSFERASE DEFICIENCY', 'VALPROATE SENSITIVITY', 'OTC DEFICIENCY', 'ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO']",19
5963,http://purl.bioontology.org/ontology/OMIM/186300,"['SDTY5', 'SYNDACTYLY WITH METACARPAL AND METATARSAL FUSION', 'SYNDACTYLY, TYPE V']",12
5964,http://purl.bioontology.org/ontology/OMIM/615524,"['MCOPS12', 'MICROPHTHALMIA WITH OR WITHOUT PULMONARY HYPOPLASIA, DIAPHRAGMATIC HERNIA, AND/OR CARDIAC DEFECTS', 'MICROPHTHALMIA, SYNDROMIC 12']",15
5965,http://purl.bioontology.org/ontology/OMIM/615522,"['COLED', 'GUTTATE HYPOPIGMENTATION AND PUNCTATE PALMOPLANTAR KERATODERMA WITH OR WITHOUT ECTOPIC CALCIFICATION', 'COLE DISEASE']",5
5966,http://purl.bioontology.org/ontology/OMIM/615523,"['FECD8', 'CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8']",2
5967,http://purl.bioontology.org/ontology/OMIM/259720,"['OPTB5', 'OSTEOPETROSIS, INFANTILE MALIGNANT 3', 'OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5']",6
5968,http://purl.bioontology.org/ontology/OMIM/609646,"['DFNB42', 'DEAFNESS, AUTOSOMAL RECESSIVE 42']",4
5969,http://purl.bioontology.org/ontology/OMIM/615528,"['PARK19, FORMERLY', 'PARKINSON DISEASE 19B, EARLY-ONSET', 'PARK19A', 'PARK19B', 'PARKINSON DISEASE 19A, JUVENILE-ONSET']",18
5970,http://purl.bioontology.org/ontology/OMIM/615527,"['CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE', 'CANDF8', 'CANDIDIASIS, FAMILIAL, 8']",4
5971,http://purl.bioontology.org/ontology/OMIM/618005,"['CDGF1', 'CDGF', 'CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 1']",16
5972,http://purl.bioontology.org/ontology/OMIM/210370,"['BIETTI TAPETORETINAL DEGENERATION WITH MARGINAL CORNEAL DYSTROPHY', 'BCD', 'BIETTI CRYSTALLINE DYSTROPHY', 'BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY']",10
5973,http://purl.bioontology.org/ontology/OMIM/618006,"['HLD17', 'LEUKODYSTROPHY, HYPOMYELINATING, 17']",15
5974,http://purl.bioontology.org/ontology/OMIM/618008,"['EIEE65', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65']",9
5975,http://purl.bioontology.org/ontology/OMIM/603786,"['STGD4', 'STARGARDT DISEASE 4']",4
5976,http://purl.bioontology.org/ontology/OMIM/615512,"['TPID', 'TRIOSEPHOSPHATE ISOMERASE DEFICIENCY']",23
5977,http://purl.bioontology.org/ontology/OMIM/259730,"['CARBONIC ANHYDRASE II DEFICIENCY', 'GUIBAUD-VAINSEL SYNDROME', 'MARBLE BRAIN DISEASE', 'OSTEOPETROSIS WITH RENAL TUBULAR ACIDOSIS', 'OPTB3', 'OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3']",17
5978,http://purl.bioontology.org/ontology/OMIM/616977,"['MRD43', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 43']",22
5979,http://purl.bioontology.org/ontology/OMIM/615513,"['PASLI', 'IMD14', 'ACTIVATED PI3K-DELTA SYNDROME', 'APDS', 'P110-DELTA-ACTIVATING MUTATION CAUSING SENESCENT T CELLS, LYMPHADENOPATHY, AND IMMUNODEFICIENCY', 'IMMUNODEFICIENCY 14']",9
5980,http://purl.bioontology.org/ontology/OMIM/618010,"['GPIBD17', 'GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17']",6
5981,http://purl.bioontology.org/ontology/OMIM/615510,"['AAMR', 'ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME']",18
5982,http://purl.bioontology.org/ontology/OMIM/616975,"['NEDBEH', 'NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART']",30
5983,http://purl.bioontology.org/ontology/OMIM/618011,"['HKPX4', 'HYPEREKPLEXIA 4']",17
5984,http://purl.bioontology.org/ontology/OMIM/615511,"['MYOADENYLATE DEAMINASE DEFICIENCY, MYOPATHY DUE TO', 'MMDD', 'AMPD1 DEFICIENCY', 'ADENOSINE MONOPHOSPHATE DEAMINASE-1 DEFICIENCY, MYOPATHY DUE TO', 'MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY']",6
5985,http://purl.bioontology.org/ontology/OMIM/616974,"['COXPD30', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30']",13
5986,http://purl.bioontology.org/ontology/OMIM/618012,"['IECEE3', 'EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3']",19
5987,http://purl.bioontology.org/ontology/OMIM/616973,"['MRD42', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 42']",15
5988,http://purl.bioontology.org/ontology/OMIM/618014,"['POF14', 'PREMATURE OVARIAN FAILURE 14']",3
5989,http://purl.bioontology.org/ontology/OMIM/618015,"['EPP2', 'PROTOPORPHYRIA, ERYTHROPOIETIC, 2']",3
5990,http://purl.bioontology.org/ontology/OMIM/308700,"['KMS', 'ANOSMIC HYPOGONADISM', 'KAL1', 'HH1', 'HHA', 'HYPOGONADOTROPIC HYPOGONADISM AND ANOSMIA', 'KALLMANN SYNDROME 1', 'DYSPLASIA OLFACTOGENITALIS OF DE MORSIER', 'HYPOGONADOTROPIC HYPOGONADISM 1 WITH OR WITHOUT ANOSMIA']",23
5991,http://purl.bioontology.org/ontology/OMIM/615518,"['ICL', 'IMD13', 'IDIOPATHIC CD4 LYMPHOPENIA', 'IMMUNODEFICIENCY 13']",7
5992,http://purl.bioontology.org/ontology/OMIM/176500,"['PRESENILE DEMENTIA WITH SPASTIC ATAXIA', 'CEREBRAL AMYLOID ANGIOPATHY, BRITISH TYPE', 'DEMENTIA, FAMILIAL BRITISH', 'FBD', 'CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 1']",8
5993,http://purl.bioontology.org/ontology/OMIM/615516,"['MRT38', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38']",17
5994,http://purl.bioontology.org/ontology/OMIM/251000,"['METHYLMALONIC ACIDEMIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY MMA DUE TO MCM DEFICIENCY', 'METHYLMALONIC ACIDURIA, MUT(-) TYPE', 'METHYLMALONIC ACIDURIA, MUT TYPE', 'METHYLMALONIC ACIDURIA, MUT(0) TYPE', 'METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY']",24
5995,http://purl.bioontology.org/ontology/OMIM/615517,"['IRON OVERLOAD, AUTOSOMAL DOMINANT', 'HFE5', 'HEMOCHROMATOSIS, TYPE 5']",2
5996,http://purl.bioontology.org/ontology/OMIM/615515,"['ALS19', 'AMYOTROPHIC LATERAL SCLEROSIS 19']",5
5997,http://purl.bioontology.org/ontology/OMIM/144250,"['FCHL3', 'FAMILIAL COMBINED HYPERLIPIDEMIA', 'HYPERLIPIDEMIA, FAMILIAL COMBINED, 3']",7
5998,http://purl.bioontology.org/ontology/OMIM/111400,"['P(2) PHENOTYPE', 'NOR POLYAGGLUTINATION SYNDROME', 'P2(K) PHENOTYPE', 'P PHENOTYPE', 'P(1) PHENOTYPE', 'P1(K) PHENOTYPE', 'BLOOD GROUP, P1PK SYSTEM']",2
5999,http://purl.bioontology.org/ontology/OMIM/226900,"['EDM4', 'MULTIPLE EPIPHYSEAL DYSPLASIA WITH CLUBFOOT', 'MULTIPLE EPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE', 'MULTIPLE EPIPHYSEAL DYSPLASIA WITH BILAYERED PATELLAE', 'EPIPHYSEAL DYSPLASIA, MULTIPLE, 4']",14
6000,http://purl.bioontology.org/ontology/OMIM/118700,"['BHC', 'BCH', 'HEREDITARY PROGRESSIVE CHOREA WITHOUT DEMENTIA', 'CHOREA, BENIGN HEREDITARY']",8
6001,http://purl.bioontology.org/ontology/OMIM/612164,"['EIEE4', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4']",24
6002,http://purl.bioontology.org/ontology/OMIM/612160,"HISTIOCYTOMA, ANGIOMATOID FIBROUS",2
6003,http://purl.bioontology.org/ontology/OMIM/615500,"['CILIARY DYSKINESIA, PRIMARY, 26, WITH OR WITHOUT SITUS INVERSUS', 'CILD26', 'CILIARY DYSKINESIA, PRIMARY, 26']",12
6004,http://purl.bioontology.org/ontology/OMIM/615501,"['MOCODC', 'MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP C']",17
6005,http://purl.bioontology.org/ontology/OMIM/236730,"['INVERTED SMILE AND OCCULT NEUROPATHIC BLADDER', 'UROFACIAL SYNDROME', 'OCHOA SYNDROME', 'HYDRONEPHROSIS WITH PECULIAR FACIAL EXPRESSION', 'FACIAL PALSY, PARTIAL, WITH URINARY ABNORMALITIES', 'UFS', 'UFS1', 'UROFACIAL SYNDROME 1']",10
6006,http://purl.bioontology.org/ontology/OMIM/616963,"['HCINF2', 'HYPERCALCEMIA, INFANTILE, 2']",9
6007,http://purl.bioontology.org/ontology/OMIM/609628,"['MJDS', 'CHRONIC RECURRENT MULTIFOCAL OSTEOMYELITIS, CONGENITAL DYSERYTHROPOIETIC ANEMIA, AND NEUTROPHILIC DERMATOSIS', 'MAJEED SYNDROME']",9
6008,http://purl.bioontology.org/ontology/OMIM/278800,DE SANCTIS-CACCHIONE SYNDROME,25
6009,http://purl.bioontology.org/ontology/OMIM/618000,"['EDSCLL2', 'EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2']",21
6010,http://purl.bioontology.org/ontology/OMIM/193670,"['WHIMS', 'WARTS, HYPOGAMMAGLOBULINEMIA, INFECTIONS, AND MYELOKATHEXIS SYNDROME', 'WHIM SYNDROME']",14
6011,http://purl.bioontology.org/ontology/OMIM/618004,"['EIEE64', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64']",19
6012,http://purl.bioontology.org/ontology/OMIM/615508,"['SEVERE DERMATITIS, MULTIPLE ALLERGIES, AND METABOLIC WASTING SYNDROME', 'EPKHE', 'SAM SYNDROME', 'ERYTHRODERMA, CONGENITAL, WITH PALMOPLANTAR KERATODERMA, HYPOTRICHOSIS, AND HYPER-IGE']",14
6013,http://purl.bioontology.org/ontology/OMIM/609622,"['SQT3', 'SHORT QT SYNDROME 3']",4
6014,http://purl.bioontology.org/ontology/OMIM/274000,"['CHROMOSOME 1Q21.1 DELETION SYNDROME, 200-KB', 'TAR SYNDROME', 'TAR', 'THROMBOCYTOPENIA-ABSENT RADIUS SYNDROME']",60
6015,http://purl.bioontology.org/ontology/OMIM/615506,"['HHT5', 'TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5']",5
6016,http://purl.bioontology.org/ontology/OMIM/609621,"['SQT2', 'SHORT QT SYNDROME 2']",7
6017,http://purl.bioontology.org/ontology/OMIM/609620,"['SQT1', 'SHORT QT SYNDROME 1']",5
6018,http://purl.bioontology.org/ontology/OMIM/615504,"['CILIARY DYSKINESIA, PRIMARY, 27, WITHOUT SITUS INVERSUS', 'CILD27', 'CILIARY DYSKINESIA, PRIMARY, 27']",8
6019,http://purl.bioontology.org/ontology/OMIM/616969,"['DFNA66', 'DEAFNESS, AUTOSOMAL DOMINANT 66']",3
6020,http://purl.bioontology.org/ontology/OMIM/615505,"['CILIARY DYSKINESIA, PRIMARY, 28, WITH OR WITHOUT SITUS INVERSUS', 'CILD28', 'CILIARY DYSKINESIA, PRIMARY, 28']",9
6021,http://purl.bioontology.org/ontology/OMIM/616968,"['DFNA70', 'DEAFNESS, AUTOSOMAL DOMINANT 70']",4
6022,http://purl.bioontology.org/ontology/OMIM/615502,"['MRD21', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 21']",17
6023,http://purl.bioontology.org/ontology/OMIM/615503,"['SRPS6', 'SRTD8', 'SHORT RIB-POLYDACTYLY SYNDROME, TYPE VI', 'SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY']",21
6024,http://purl.bioontology.org/ontology/OMIM/275350,"['TC II DEFICIENCY', 'TCN2 DEFICIENCY', 'TRANSCOBALAMIN II DEFICIENCY']",19
6025,http://purl.bioontology.org/ontology/OMIM/268000,"['RP', 'RETINITIS PIGMENTOSA']",3
6026,http://purl.bioontology.org/ontology/OMIM/131705,"['TBDN', 'EPIDERMOLYSIS BULLOSA DYSTROPHICA, NEONATAL FORM', 'DYSTROPHIC EPIDERMOLYSIS BULLOSA, NEONATAL', 'TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN']",9
6027,http://purl.bioontology.org/ontology/OMIM/312600,"['RP2', 'RETINITIS PIGMENTOSA 2']",8
6028,http://purl.bioontology.org/ontology/OMIM/612813,"['SEMD, AGGRECAN TYPE', 'SEMDAG', 'SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE']",22
6029,http://purl.bioontology.org/ontology/OMIM/300882,"['CDLS5', 'CORNELIA DE LANGE SYNDROME 5']",52
6030,http://purl.bioontology.org/ontology/OMIM/615314,"['CRS3', 'CRANIOSYNOSTOSIS 3']",10
6031,http://purl.bioontology.org/ontology/OMIM/616779,"['CADASIL2', 'CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2']",11
6032,http://purl.bioontology.org/ontology/OMIM/300884,"['EIEE36', 'CDG IS', 'CDG1S', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IS', 'CDGIS', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 36']",25
6033,http://purl.bioontology.org/ontology/OMIM/300887,"['APLASIA CUTIS CONGENITA, RETICULOLINEAR, WITH MICROCEPHALY, FACIAL DYSMORPHISM, AND OTHER CONGENITAL ANOMALIES', 'LSDMCA2', 'APLCC', 'LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2']",24
6034,http://purl.bioontology.org/ontology/OMIM/616777,"['SCKL9', 'SECKEL SYNDROME 9']",27
6035,http://purl.bioontology.org/ontology/OMIM/603585,"['CDG2F', 'CDG IIF', 'CDGIIF', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIF']",25
6036,http://purl.bioontology.org/ontology/OMIM/300886,"['MRXS32', 'MENTAL RETARDATION, X-LINKED, SYNDROMIC 32']",14
6037,http://purl.bioontology.org/ontology/OMIM/176305,"['GUTTMACHER SYNDROME', 'PREAXIAL DEFICIENCY, POSTAXIAL POLYDACTYLY, AND HYPOSPADIAS']",4
6038,http://purl.bioontology.org/ontology/OMIM/300888,"['CHTE', 'HYPOTHYROIDISM, CENTRAL, AND TESTICULAR ENLARGEMENT']",3
6039,http://purl.bioontology.org/ontology/OMIM/609432,"['MSSD', 'SYNDACTYLY, MALIK-PERCIN TYPE', 'SYNDACTYLY, TYPE IX', 'SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH PHALANGEAL REDUCTION']",10
6040,http://purl.bioontology.org/ontology/OMIM/306700,"['HEMOPHILIA, CLASSIC', 'HEMA', 'HEMOPHILIA A']",7
6041,http://purl.bioontology.org/ontology/OMIM/271400,"['ICAS', 'SPLENIC HYPOPLASIA', 'ASPLENIA, FAMILIAL', 'HYPOSPLENIA, ISOLATED CONGENITAL', 'ASPLENIA, ISOLATED CONGENITAL']",7
6042,http://purl.bioontology.org/ontology/OMIM/189500,"['ECTD3', 'NAIL DYSPLASIA WITH HYPODONTIA', 'ECTODERMAL DYSPLASIA 3, WITKOP TYPE', 'TNS', 'ECTODERMAL DYSPLASIA 3, TOOTH/NAIL TYPE', 'TOOTH-AND-NAIL SYNDROME', 'WITKOP SYNDROME']",9
6043,http://purl.bioontology.org/ontology/OMIM/616763,"['LDAMD', 'LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA']",12
6044,http://purl.bioontology.org/ontology/OMIM/230740,"['GROWTH RETARDATION, ALOPECIA, PSEUDOANODONTIA, AND OPTIC ATROPHY', 'GAPOS', 'GAPO SYNDROME']",39
6045,http://purl.bioontology.org/ontology/OMIM/616760,"['WOOLLY HAIR, AUTOSOMAL RECESSIVE 3, WITH HYPOTRICHOSIS', 'ARWH3', 'WOOLLY HAIR, AUTOSOMAL RECESSIVE 3']",7
6046,http://purl.bioontology.org/ontology/OMIM/603592,"['XANTHINE DEHYDROGENASE AND ALDEHYDE OXIDASE, COMBINED DEFICIENCY OF', 'XAN2', 'XANTHINURIA, TYPE II']",4
6047,http://purl.bioontology.org/ontology/OMIM/125800,"['DIABETES INSIPIDUS, NEPHROGENIC, TYPE II', 'DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL']",19
6048,http://purl.bioontology.org/ontology/OMIM/615300,"['PRLTS4', 'PERRAULT SYNDROME 4']",6
6049,http://purl.bioontology.org/ontology/OMIM/201810,"['HSDB', '3-BETA-HSD DEFICIENCY', 'ADRENAL HYPERPLASIA II', 'ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY']",9
6050,http://purl.bioontology.org/ontology/OMIM/182212,"['CRANIOSYNOSTOSIS WITH ARACHNODACTYLY AND ABDOMINAL HERNIAS', 'MARFANOID DISORDER WITH CRANIOSYNOSTOSIS, TYPE I', 'MARFANOID CRANIOSYNOSTOSIS SYNDROME', 'SGS', 'SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME']",61
6051,http://purl.bioontology.org/ontology/OMIM/122470,"['BDLS', 'CDL', 'DE LANGE SYNDROME', 'CDLS', 'TYPUS DEGENERATIVUS AMSTELODAMENSIS', 'BRACHMANN-DE LANGE SYNDROME', 'CDLS1', 'CORNELIA DE LANGE SYNDROME 1']",86
6052,http://purl.bioontology.org/ontology/OMIM/275355,"['HNSCC', 'SQUAMOUS CELL CARCINOMA, HEAD AND NECK']",2
6053,http://purl.bioontology.org/ontology/OMIM/606069,"['HEMOCHROMATOSIS DUE TO DEFECT IN FERROPORTIN', 'HEMOCHROMATOSIS, AUTOSOMAL DOMINANT', 'HFE4', 'HEMOCHROMATOSIS, TYPE 4']",11
6054,http://purl.bioontology.org/ontology/OMIM/606068,"['RP28', 'RETINITIS PIGMENTOSA 28']",6
6055,http://purl.bioontology.org/ontology/OMIM/603563,"['SPG8', 'SPASTIC PARAPLEGIA 8, AUTOSOMAL DOMINANT']",17
6056,http://purl.bioontology.org/ontology/OMIM/616756,"['SPPRS', 'SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES']",29
6057,http://purl.bioontology.org/ontology/OMIM/300860,"['MRXSN', 'MENTAL RETARDATION, X-LINKED, SYNDROMIC 30', 'MRXS30', 'MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE']",36
6058,http://purl.bioontology.org/ontology/OMIM/300863,"CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA",20
6059,http://purl.bioontology.org/ontology/OMIM/262190,"['RABSON-MENDENHALL SYNDROME', 'MENDENHALL SYNDROME', 'PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES']",22
6060,http://purl.bioontology.org/ontology/OMIM/300867,"['KABUK2', 'KABUKI SYNDROME 2']",36
