HPO_ID,HP_Term,Frequency,GARD_IDS
HP:0000505,Visual impairment,Occasional (29-5%),GARD:0006036
HP:0000520,Proptosis,Occasional (29-5%),GARD:0006036
HP:0000529,Progressive visual loss,Occasional (29-5%),GARD:0006036
HP:0000648,Optic atrophy,Occasional (29-5%),GARD:0006036
HP:0000677,Oligodontia,Frequent (79-30%),GARD:0006036
HP:0001608,Abnormality of the voice,Occasional (29-5%),GARD:0006036
HP:0002781,Upper airway obstruction,Occasional (29-5%),GARD:0006036
HP:0002870,Obstructive sleep apnea,Occasional (29-5%),GARD:0006036
HP:0006482,Abnormality of dental morphology,Frequent (79-30%),GARD:0006036
HP:0008872,Feeding difficulties in infancy,Occasional (29-5%),GARD:0006036
HP:0012062,Bone cyst,Very frequent (99-80%),GARD:0006036
HP:0012802,Broad jaw,Very frequent (99-80%),GARD:0006036
HP:0002014,Diarrhea,Obligate (100%),GARD:0009683
HP:0003146,Hypocholesterolemia,Obligate (100%),GARD:0009683
HP:0000488,Retinopathy,Very frequent (99-80%),GARD:0009683
HP:0002570,Steatorrhea,Very frequent (99-80%),GARD:0009683
HP:0002630,Fat malabsorption,Very frequent (99-80%),GARD:0009683
HP:0002910,Elevated hepatic transaminase,Very frequent (99-80%),GARD:0009683
HP:0001508,Failure to thrive,Frequent (79-30%),GARD:0009683
HP:0001510,Growth delay,Frequent (79-30%),GARD:0009683
HP:0002013,Vomiting,Frequent (79-30%),GARD:0009683
HP:0003270,Abdominal distention,Frequent (79-30%),GARD:0009683
HP:0006565,Increased hepatocellular lipid droplets,Frequent (79-30%),GARD:0009683
HP:0100508,Abnormality of vitamin metabolism,Frequent (79-30%),GARD:0009683
HP:0000505,Visual impairment,Occasional (29-5%),GARD:0009683
HP:0001397,Hepatic steatosis,Occasional (29-5%),GARD:0009683
HP:0003458,EMG: myopathic abnormalities,Occasional (29-5%),GARD:0009683
HP:0001284,Areflexia,Very rare (<4-1%),GARD:0009683
HP:0001927,Acanthocytosis,Very rare (<4-1%),GARD:0009683
HP:0003198,Myopathy,Very rare (<4-1%),GARD:0009683
HP:0010831,Impaired proprioception,Very rare (<4-1%),GARD:0009683
HP:0002155,Hypertriglyceridemia,Excluded (0%),GARD:0009683
HP:0001250,Seizures,Very frequent (99-80%),GARD:0002159
HP:0001276,Hypertonia,Very frequent (99-80%),GARD:0002159
HP:0100543,Cognitive impairment,Occasional (29-5%),GARD:0002159
HP:0000407,Sensorineural hearing impairment,Very frequent (99-80%),GARD:0001440
HP:0000486,Strabismus,Occasional (29-5%),GARD:0001440
HP:0000501,Glaucoma,Occasional (29-5%),GARD:0001440
HP:0000505,Visual impairment,Occasional (29-5%),GARD:0001440
HP:0000508,Ptosis,Occasional (29-5%),GARD:0001440
HP:0000518,Cataract,Occasional (29-5%),GARD:0001440
HP:0000541,Retinal detachment,Occasional (29-5%),GARD:0001440
HP:0000567,Chorioretinal coloboma,Very frequent (99-80%),GARD:0001440
HP:0000568,Microphthalmia,Frequent (79-30%),GARD:0001440
HP:0000612,Iris coloboma,Frequent (79-30%),GARD:0001440
HP:0000627,Posterior embryotoxon,Occasional (29-5%),GARD:0001440
HP:0000639,Nystagmus,Occasional (29-5%),GARD:0001440
HP:0000648,Optic atrophy,Occasional (29-5%),GARD:0001440
HP:0000790,Hematuria,Frequent (79-30%),GARD:0001440
HP:0001249,Intellectual disability,Frequent (79-30%),GARD:0001440
HP:0002744,Bilateral cleft lip and palate,Frequent (79-30%),GARD:0001440
HP:0007957,Corneal opacity,Occasional (29-5%),GARD:0001440
HP:0000028,Cryptorchidism,Frequent (79-30%),GARD:0007387
HP:0000040,Long penis,Frequent (79-30%),GARD:0007387
HP:0000057,Clitoromegaly,Frequent (79-30%),GARD:0007387
HP:0000113,Polycystic kidney dysplasia,Occasional (29-5%),GARD:0007387
HP:0000175,Cleft palate,Frequent (79-30%),GARD:0007387
HP:0000204,Cleft upper lip,Frequent (79-30%),GARD:0007387
HP:0000218,High palate,Occasional (29-5%),GARD:0007387
HP:0000248,Brachycephaly,Very frequent (99-80%),GARD:0007387
HP:0000252,Microcephaly,Very frequent (99-80%),GARD:0007387
HP:0000272,Malar flattening,Very frequent (99-80%),GARD:0007387
HP:0000316,Hypertelorism,Very frequent (99-80%),GARD:0007387
HP:0000347,Micrognathia,Frequent (79-30%),GARD:0007387
HP:0000387,Absent earlobe,Frequent (79-30%),GARD:0007387
HP:0000430,Underdeveloped nasal alae,Very frequent (99-80%),GARD:0007387
HP:0000470,Short neck,Occasional (29-5%),GARD:0007387
HP:0000501,Glaucoma,Occasional (29-5%),GARD:0007387
HP:0000518,Cataract,Frequent (79-30%),GARD:0007387
HP:0000520,Proptosis,Frequent (79-30%),GARD:0007387
HP:0000568,Microphthalmia,Occasional (29-5%),GARD:0007387
HP:0000592,Blue sclerae,Occasional (29-5%),GARD:0007387
HP:0000639,Nystagmus,Occasional (29-5%),GARD:0007387
HP:0001156,Brachydactyly,Frequent (79-30%),GARD:0007387
HP:0001239,Wrist flexion contracture,Occasional (29-5%),GARD:0007387
HP:0001249,Intellectual disability,Frequent (79-30%),GARD:0007387
HP:0001263,Global developmental delay,Frequent (79-30%),GARD:0007387
HP:0001363,Craniosynostosis,Occasional (29-5%),GARD:0007387
HP:0001561,Polyhydramnios,Occasional (29-5%),GARD:0007387
HP:0001622,Premature birth,Frequent (79-30%),GARD:0007387
HP:0001852,Sandal gap,Occasional (29-5%),GARD:0007387
HP:0001873,Thrombocytopenia,Occasional (29-5%),GARD:0007387
HP:0002564,Malformation of the heart and great vessels,Frequent (79-30%),GARD:0007387
HP:0002817,Abnormality of the upper limb,Very frequent (99-80%),GARD:0007387
HP:0002974,Radioulnar synostosis,Frequent (79-30%),GARD:0007387
HP:0002984,Hypoplasia of the radius,Very frequent (99-80%),GARD:0007387
HP:0004209,Clinodactyly of the 5th finger,Very frequent (99-80%),GARD:0007387
HP:0005011,Mesomelic arm shortening,Very frequent (99-80%),GARD:0007387
HP:0005048,Synostosis of carpal bones,Occasional (29-5%),GARD:0007387
HP:0005876,Progressive flexion contractures,Occasional (29-5%),GARD:0007387
HP:0006101,Finger syndactyly,Occasional (29-5%),GARD:0007387
HP:0006380,Knee flexion contracture,Occasional (29-5%),GARD:0007387
HP:0006443,Patellar aplasia,Occasional (29-5%),GARD:0007387
HP:0006487,Bowing of the long bones,Very frequent (99-80%),GARD:0007387
HP:0007452,Midface capillary hemangioma,Frequent (79-30%),GARD:0007387
HP:0007598,Bilateral single transverse palmar creases,Occasional (29-5%),GARD:0007387
HP:0008070,Sparse hair,Very frequent (99-80%),GARD:0007387
HP:0008572,External ear malformation,Frequent (79-30%),GARD:0007387
HP:0008846,Severe intrauterine growth retardation,Very frequent (99-80%),GARD:0007387
HP:0008897,Postnatal growth retardation,Very frequent (99-80%),GARD:0007387
HP:0009466,Radial deviation of finger,Very frequent (99-80%),GARD:0007387
HP:0009601,Aplasia/Hypoplasia of the thumb,Very frequent (99-80%),GARD:0007387
HP:0009623,Proximal placement of thumb,Very frequent (99-80%),GARD:0007387
HP:0009829,Phocomelia,Very frequent (99-80%),GARD:0007387
HP:0009891,Underdeveloped supraorbital ridges,Frequent (79-30%),GARD:0007387
HP:0009943,Complete duplication of thumb phalanx,Very frequent (99-80%),GARD:0007387
HP:0000219,Thin upper lip vermilion,Very frequent (99-80%),GARD:0008422
HP:0000248,Brachycephaly,Very frequent (99-80%),GARD:0008422
HP:0000276,Long face,Very frequent (99-80%),GARD:0008422
HP:0000311,Round face,Very frequent (99-80%),GARD:0008422
HP:0000343,Long philtrum,Very frequent (99-80%),GARD:0008422
HP:0000347,Micrognathia,Very frequent (99-80%),GARD:0008422
HP:0000470,Short neck,Very frequent (99-80%),GARD:0008422
HP:0000501,Glaucoma,Very frequent (99-80%),GARD:0008422
HP:0000659,Peters anomaly,Very frequent (99-80%),GARD:0008422
HP:0001156,Brachydactyly,Very frequent (99-80%),GARD:0008422
HP:0001249,Intellectual disability,Very frequent (99-80%),GARD:0008422
HP:0001263,Global developmental delay,Very frequent (99-80%),GARD:0008422
HP:0001511,Intrauterine growth retardation,Very frequent (99-80%),GARD:0008422
HP:0001773,Short foot,Very frequent (99-80%),GARD:0008422
HP:0001831,Short toe,Very frequent (99-80%),GARD:0008422
HP:0002000,Short columella,Very frequent (99-80%),GARD:0008422
HP:0002263,Exaggerated cupid's bow,Very frequent (99-80%),GARD:0008422
HP:0002983,Micromelia,Very frequent (99-80%),GARD:0008422
HP:0004209,Clinodactyly of the 5th finger,Very frequent (99-80%),GARD:0008422
HP:0007833,Anterior chamber synechiae,Very frequent (99-80%),GARD:0008422
HP:0007957,Corneal opacity,Very frequent (99-80%),GARD:0008422
HP:0008873,Disproportionate short-limb short stature,Very frequent (99-80%),GARD:0008422
HP:0000028,Cryptorchidism,Frequent (79-30%),GARD:0008422
HP:0000047,Hypospadias,Frequent (79-30%),GARD:0008422
HP:0000175,Cleft palate,Frequent (79-30%),GARD:0008422
HP:0000204,Cleft upper lip,Frequent (79-30%),GARD:0008422
HP:0000238,Hydrocephalus,Frequent (79-30%),GARD:0008422
HP:0000316,Hypertelorism,Frequent (79-30%),GARD:0008422
HP:0000384,Preauricular skin tag,Frequent (79-30%),GARD:0008422
HP:0000465,Webbed neck,Frequent (79-30%),GARD:0008422
HP:0000482,Microcornea,Frequent (79-30%),GARD:0008422
HP:0000504,Abnormality of vision,Frequent (79-30%),GARD:0008422
HP:0000518,Cataract,Frequent (79-30%),GARD:0008422
HP:0000582,Upslanted palpebral fissure,Frequent (79-30%),GARD:0008422
HP:0000639,Nystagmus,Frequent (79-30%),GARD:0008422
HP:0000687,Widely spaced teeth,Frequent (79-30%),GARD:0008422
HP:0001558,Decreased fetal movement,Frequent (79-30%),GARD:0008422
HP:0001642,Pulmonic stenosis,Frequent (79-30%),GARD:0008422
HP:0001671,Abnormal cardiac septum morphology,Frequent (79-30%),GARD:0008422
HP:0001770,Toe syndactyly,Frequent (79-30%),GARD:0008422
HP:0002007,Frontal bossing,Frequent (79-30%),GARD:0008422
HP:0004322,Short stature,Frequent (79-30%),GARD:0008422
HP:0004414,Abnormality of the pulmonary artery,Frequent (79-30%),GARD:0008422
HP:0004467,Preauricular pit,Frequent (79-30%),GARD:0008422
HP:0008569,"Microtia, second degree",Frequent (79-30%),GARD:0008422
HP:0008872,Feeding difficulties in infancy,Frequent (79-30%),GARD:0008422
HP:0008897,Postnatal growth retardation,Frequent (79-30%),GARD:0008422
HP:0011220,Prominent forehead,Frequent (79-30%),GARD:0008422
HP:0012745,Short palpebral fissure,Frequent (79-30%),GARD:0008422
HP:0000003,Multicystic kidney dysplasia,Occasional (29-5%),GARD:0008422
HP:0000013,Hypoplasia of the uterus,Occasional (29-5%),GARD:0008422
HP:0000023,Inguinal hernia,Occasional (29-5%),GARD:0008422
HP:0000060,Clitoral hypoplasia,Occasional (29-5%),GARD:0008422
HP:0000073,Ureteral duplication,Occasional (29-5%),GARD:0008422
HP:0000075,Renal duplication,Occasional (29-5%),GARD:0008422
HP:0000126,Hydronephrosis,Occasional (29-5%),GARD:0008422
HP:0000154,Wide mouth,Occasional (29-5%),GARD:0008422
HP:0000252,Microcephaly,Occasional (29-5%),GARD:0008422
HP:0000368,"Low-set, posteriorly rotated ears",Occasional (29-5%),GARD:0008422
HP:0000405,Conductive hearing impairment,Occasional (29-5%),GARD:0008422
HP:0000463,Anteverted nares,Occasional (29-5%),GARD:0008422
HP:0000505,Visual impairment,Occasional (29-5%),GARD:0008422
HP:0000648,Optic atrophy,Occasional (29-5%),GARD:0008422
HP:0000830,Anterior hypopituitarism,Occasional (29-5%),GARD:0008422
HP:0000851,Congenital hypothyroidism,Occasional (29-5%),GARD:0008422
HP:0000960,Sacral dimple,Occasional (29-5%),GARD:0008422
HP:0001537,Umbilical hernia,Occasional (29-5%),GARD:0008422
HP:0001561,Polyhydramnios,Occasional (29-5%),GARD:0008422
HP:0001643,Patent ductus arteriosus,Occasional (29-5%),GARD:0008422
HP:0002023,Anal atresia,Occasional (29-5%),GARD:0008422
HP:0002119,Ventriculomegaly,Occasional (29-5%),GARD:0008422
HP:0002120,Cerebral cortical atrophy,Occasional (29-5%),GARD:0008422
HP:0003196,Short nose,Occasional (29-5%),GARD:0008422
HP:0003298,Spina bifida occulta,Occasional (29-5%),GARD:0008422
HP:0005280,Depressed nasal bridge,Occasional (29-5%),GARD:0008422
HP:0006610,Wide intermamillary distance,Occasional (29-5%),GARD:0008422
HP:0007370,Aplasia/Hypoplasia of the corpus callosum,Occasional (29-5%),GARD:0008422
HP:0007744,Iridoretinal coloboma,Occasional (29-5%),GARD:0008422
HP:0008678,Renal hypoplasia/aplasia,Occasional (29-5%),GARD:0008422
HP:0008905,Rhizomelia,Occasional (29-5%),GARD:0008422
HP:0100819,Intestinal fistula,Occasional (29-5%),GARD:0008422
HP:0004383,Hypoplastic left heart,Very rare (<4-1%),GARD:0008422
HP:0005182,Bicuspid pulmonary valve,Very rare (<4-1%),GARD:0008422
HP:0030968,Abnormal pulmonary vein morphology,Very rare (<4-1%),GARD:0008422
HP:0000135,Hypogonadism,Occasional (29-5%),GARD:0006859
HP:0000153,Abnormality of the mouth,Very frequent (99-80%),GARD:0006859
HP:0000232,Everted lower lip vermilion,Very frequent (99-80%),GARD:0006859
HP:0000239,Large fontanelles,Occasional (29-5%),GARD:0006859
HP:0000252,Microcephaly,Very frequent (99-80%),GARD:0006859
HP:0000365,Hearing impairment,Occasional (29-5%),GARD:0006859
HP:0000684,Delayed eruption of teeth,Frequent (79-30%),GARD:0006859
HP:0000819,Diabetes mellitus,Frequent (79-30%),GARD:0006859
HP:0000855,Insulin resistance,Very frequent (99-80%),GARD:0006859
HP:0000873,Diabetes insipidus,Occasional (29-5%),GARD:0006859
HP:0000924,Abnormality of the skeletal system,Frequent (79-30%),GARD:0006859
HP:0001249,Intellectual disability,Occasional (29-5%),GARD:0006859
HP:0001508,Failure to thrive,Very frequent (99-80%),GARD:0006859
HP:0001597,Abnormality of the nail,Occasional (29-5%),GARD:0006859
HP:0001620,High pitched voice,Occasional (29-5%),GARD:0006859
HP:0001943,Hypoglycemia,Frequent (79-30%),GARD:0006859
HP:0001956,Truncal obesity,Occasional (29-5%),GARD:0006859
HP:0001999,Abnormal facial shape,Very frequent (99-80%),GARD:0006859
HP:0002213,Fine hair,Frequent (79-30%),GARD:0006859
HP:0002721,Immunodeficiency,Occasional (29-5%),GARD:0006859
HP:0002750,Delayed skeletal maturation,Frequent (79-30%),GARD:0006859
HP:0003124,Hypercholesterolemia,Very frequent (99-80%),GARD:0006859
HP:0004322,Short stature,Very frequent (99-80%),GARD:0006859
HP:0005978,Type II diabetes mellitus,Frequent (79-30%),GARD:0006859
HP:0008736,Hypoplasia of penis,Frequent (79-30%),GARD:0006859
HP:0000135,Hypogonadism,Very frequent (99-80%),GARD:0007885
HP:0000444,Convex nasal ridge,Very frequent (99-80%),GARD:0007885
HP:0000518,Cataract,Very frequent (99-80%),GARD:0007885
HP:0000765,Abnormality of the thorax,Very frequent (99-80%),GARD:0007885
HP:0000939,Osteoporosis,Very frequent (99-80%),GARD:0007885
HP:0001533,Slender build,Very frequent (99-80%),GARD:0007885
HP:0001608,Abnormality of the voice,Very frequent (99-80%),GARD:0007885
HP:0002209,Sparse scalp hair,Very frequent (99-80%),GARD:0007885
HP:0002211,White forelock,Very frequent (99-80%),GARD:0007885
HP:0002216,Premature graying of hair,Very frequent (99-80%),GARD:0007885
HP:0003777,Pili torti,Very frequent (99-80%),GARD:0007885
HP:0004322,Short stature,Very frequent (99-80%),GARD:0007885
HP:0007495,Prematurely aged appearance,Very frequent (99-80%),GARD:0007885
HP:0010721,Abnormal hair whorl,Very frequent (99-80%),GARD:0007885
HP:0100578,Lipoatrophy,Very frequent (99-80%),GARD:0007885
HP:0000035,Abnormality of the testis,Frequent (79-30%),GARD:0007885
HP:0000144,Decreased fertility,Frequent (79-30%),GARD:0007885
HP:0000275,Narrow face,Frequent (79-30%),GARD:0007885
HP:0000855,Insulin resistance,Frequent (79-30%),GARD:0007885
HP:0000934,Chondrocalcinosis,Frequent (79-30%),GARD:0007885
HP:0000962,Hyperkeratosis,Frequent (79-30%),GARD:0007885
HP:0001635,Congestive heart failure,Frequent (79-30%),GARD:0007885
HP:0001658,Myocardial infarction,Frequent (79-30%),GARD:0007885
HP:0001838,Rocker bottom foot,Frequent (79-30%),GARD:0007885
HP:0002621,Atherosclerosis,Frequent (79-30%),GARD:0007885
HP:0003202,Skeletal muscle atrophy,Frequent (79-30%),GARD:0007885
HP:0004415,Pulmonary artery stenosis,Frequent (79-30%),GARD:0007885
HP:0005978,Type II diabetes mellitus,Frequent (79-30%),GARD:0007885
HP:0007618,Subcutaneous calcification,Frequent (79-30%),GARD:0007885
HP:0007703,Abnormality of retinal pigmentation,Frequent (79-30%),GARD:0007885
HP:0008065,Aplasia/Hypoplasia of the skin,Frequent (79-30%),GARD:0007885
HP:0009125,Lipodystrophy,Frequent (79-30%),GARD:0007885
HP:0010468,Aplasia/Hypoplasia of the testes,Frequent (79-30%),GARD:0007885
HP:0011001,Increased bone mineral density,Frequent (79-30%),GARD:0007885
HP:0100585,Telangiectasia of the skin,Frequent (79-30%),GARD:0007885
HP:0100679,Lack of skin elasticity,Frequent (79-30%),GARD:0007885
HP:0200042,Skin ulcer,Frequent (79-30%),GARD:0007885
HP:0200055,Small hand,Frequent (79-30%),GARD:0007885
HP:0000822,Hypertension,Occasional (29-5%),GARD:0007885
HP:0000869,Secondary amenorrhea,Occasional (29-5%),GARD:0007885
HP:0001387,Joint stiffness,Occasional (29-5%),GARD:0007885
HP:0001601,Laryngomalacia,Occasional (29-5%),GARD:0007885
HP:0002664,Neoplasm,Occasional (29-5%),GARD:0007885
HP:0002672,Gastrointestinal carcinoma,Occasional (29-5%),GARD:0007885
HP:0002858,Meningioma,Occasional (29-5%),GARD:0007885
HP:0002860,Squamous cell carcinoma,Occasional (29-5%),GARD:0007885
HP:0002861,Melanoma,Occasional (29-5%),GARD:0007885
HP:0002890,Thyroid carcinoma,Occasional (29-5%),GARD:0007885
HP:0003002,Breast carcinoma,Occasional (29-5%),GARD:0007885
HP:0005268,Spontaneous abortion,Occasional (29-5%),GARD:0007885
HP:0009726,Renal neoplasm,Occasional (29-5%),GARD:0007885
HP:0012056,Cutaneous melanoma,Occasional (29-5%),GARD:0007885
HP:0012060,Acral lentiginous melanoma,Occasional (29-5%),GARD:0007885
HP:0100242,Sarcoma,Occasional (29-5%),GARD:0007885
HP:0100526,Neoplasm of the lung,Occasional (29-5%),GARD:0007885
HP:0100615,Ovarian neoplasm,Occasional (29-5%),GARD:0007885
HP:0100649,Neoplasm of the oral cavity,Occasional (29-5%),GARD:0007885
HP:0100659,Abnormality of the cerebral vasculature,Occasional (29-5%),GARD:0007885
HP:0100833,Neoplasm of the small intestine,Occasional (29-5%),GARD:0007885
HP:0000175,Cleft palate,Frequent (79-30%),GARD:0008414
HP:0000196,Lower lip pit,Frequent (79-30%),GARD:0008414
HP:0000204,Cleft upper lip,Occasional (29-5%),GARD:0008414
HP:0000668,Hypodontia,Occasional (29-5%),GARD:0008414
HP:0010286,Abnormality of the salivary glands,Occasional (29-5%),GARD:0008414
HP:0100267,Lip pit,Very frequent (99-80%),GARD:0008414
HP:0001279,Syncope,Frequent (79-30%),GARD:0010005
HP:0001635,Congestive heart failure,Frequent (79-30%),GARD:0010005
HP:0002027,Abdominal pain,Frequent (79-30%),GARD:0010005
HP:0002094,Dyspnea,Frequent (79-30%),GARD:0010005
HP:0002321,Vertigo,Frequent (79-30%),GARD:0010005
HP:0011675,Arrhythmia,Frequent (79-30%),GARD:0010005
HP:0011710,Bundle branch block,Frequent (79-30%),GARD:0010005
HP:0012722,Heart block,Frequent (79-30%),GARD:0010005
HP:0000160,Narrow mouth,Very frequent (99-80%),GARD:0010972
HP:0000252,Microcephaly,Very frequent (99-80%),GARD:0010972
HP:0000288,Abnormality of the philtrum,Very frequent (99-80%),GARD:0010972
HP:0000316,Hypertelorism,Very frequent (99-80%),GARD:0010972
HP:0000368,"Low-set, posteriorly rotated ears",Very frequent (99-80%),GARD:0010972
HP:0000582,Upslanted palpebral fissure,Very frequent (99-80%),GARD:0010972
HP:0000648,Optic atrophy,Very frequent (99-80%),GARD:0010972
HP:0000995,Melanocytic nevus,Very frequent (99-80%),GARD:0010972
HP:0001163,Abnormality of the metacarpal bones,Very frequent (99-80%),GARD:0010972
HP:0001172,Abnormal thumb morphology,Very frequent (99-80%),GARD:0010972
HP:0001622,Premature birth,Very frequent (99-80%),GARD:0010972
HP:0001626,Abnormality of the cardiovascular system,Very frequent (99-80%),GARD:0010972
HP:0001643,Patent ductus arteriosus,Very frequent (99-80%),GARD:0010972
HP:0001671,Abnormal cardiac septum morphology,Very frequent (99-80%),GARD:0010972
HP:0002093,Respiratory insufficiency,Very frequent (99-80%),GARD:0010972
HP:0002240,Hepatomegaly,Very frequent (99-80%),GARD:0010972
HP:0002983,Micromelia,Very frequent (99-80%),GARD:0010972
HP:0003272,Abnormality of the hip bone,Very frequent (99-80%),GARD:0010972
HP:0003312,Abnormal form of the vertebral bodies,Very frequent (99-80%),GARD:0010972
HP:0004097,Deviation of finger,Very frequent (99-80%),GARD:0010972
HP:0004322,Short stature,Very frequent (99-80%),GARD:0010972
HP:0005487,Prominent metopic ridge,Very frequent (99-80%),GARD:0010972
HP:0007477,Abnormal dermatoglyphics,Very frequent (99-80%),GARD:0010972
HP:0007598,Bilateral single transverse palmar creases,Very frequent (99-80%),GARD:0010972
HP:0008551,Microtia,Very frequent (99-80%),GARD:0010972
HP:0009601,Aplasia/Hypoplasia of the thumb,Very frequent (99-80%),GARD:0010972
HP:0010293,Aplasia/Hypoplasia of the uvula,Very frequent (99-80%),GARD:0010972
HP:0010306,Short thorax,Very frequent (99-80%),GARD:0010972
HP:0100555,Asymmetric growth,Very frequent (99-80%),GARD:0010972
HP:0100560,Upper limb asymmetry,Very frequent (99-80%),GARD:0010972
HP:0200055,Small hand,Very frequent (99-80%),GARD:0010972
HP:0000023,Inguinal hernia,Occasional (29-5%),GARD:0003750
HP:0000028,Cryptorchidism,Frequent (79-30%),GARD:0003750
HP:0000175,Cleft palate,Frequent (79-30%),GARD:0003750
HP:0000218,High palate,Frequent (79-30%),GARD:0003750
HP:0000233,Thin vermilion border,Occasional (29-5%),GARD:0003750
HP:0000248,Brachycephaly,Frequent (79-30%),GARD:0003750
HP:0000252,Microcephaly,Frequent (79-30%),GARD:0003750
HP:0000286,Epicanthus,Frequent (79-30%),GARD:0003750
HP:0000316,Hypertelorism,Very frequent (99-80%),GARD:0003750
HP:0000325,Triangular face,Occasional (29-5%),GARD:0003750
HP:0000343,Long philtrum,Very frequent (99-80%),GARD:0003750
HP:0000347,Micrognathia,Very frequent (99-80%),GARD:0003750
HP:0000365,Hearing impairment,Frequent (79-30%),GARD:0003750
HP:0000368,"Low-set, posteriorly rotated ears",Frequent (79-30%),GARD:0003750
HP:0000463,Anteverted nares,Occasional (29-5%),GARD:0003750
HP:0000470,Short neck,Occasional (29-5%),GARD:0003750
HP:0000506,Telecanthus,Very frequent (99-80%),GARD:0003750
HP:0000508,Ptosis,Very frequent (99-80%),GARD:0003750
HP:0000581,Blepharophimosis,Occasional (29-5%),GARD:0003750
HP:0000960,Sacral dimple,Occasional (29-5%),GARD:0003750
HP:0001162,Postaxial hand polydactyly,Frequent (79-30%),GARD:0003750
HP:0001250,Seizures,Occasional (29-5%),GARD:0003750
HP:0001252,Muscular hypotonia,Frequent (79-30%),GARD:0003750
HP:0001257,Spasticity,Occasional (29-5%),GARD:0003750
HP:0001511,Intrauterine growth retardation,Frequent (79-30%),GARD:0003750
HP:0001537,Umbilical hernia,Occasional (29-5%),GARD:0003750
HP:0002119,Ventriculomegaly,Occasional (29-5%),GARD:0003750
HP:0002714,Downturned corners of mouth,Frequent (79-30%),GARD:0003750
HP:0004209,Clinodactyly of the 5th finger,Occasional (29-5%),GARD:0003750
HP:0004322,Short stature,Very frequent (99-80%),GARD:0003750
HP:0004467,Preauricular pit,Occasional (29-5%),GARD:0003750
HP:0006695,Atrioventricular canal defect,Frequent (79-30%),GARD:0003750
HP:0007670,Abnormal vestibulo-ocular reflex,Occasional (29-5%),GARD:0003750
HP:0100543,Cognitive impairment,Very frequent (99-80%),GARD:0003750
HP:0000044,Hypogonadotrophic hypogonadism,Frequent (79-30%),GARD:0013170
HP:0000144,Decreased fertility,Frequent (79-30%),GARD:0013170
HP:0000147,Polycystic ovaries,Frequent (79-30%),GARD:0013170
HP:0000545,Myopia,Frequent (79-30%),GARD:0013170
HP:0000869,Secondary amenorrhea,Very frequent (99-80%),GARD:0013170
HP:0000960,Sacral dimple,Occasional (29-5%),GARD:0013170
HP:0002916,Abnormality of chromosome segregation,Very frequent (99-80%),GARD:0013170
HP:0004322,Short stature,Very frequent (99-80%),GARD:0013170
HP:0004397,Ectopic anus,Occasional (29-5%),GARD:0013170
HP:0007759,Opacification of the corneal stroma,Frequent (79-30%),GARD:0013170
HP:0008056,Aplasia/Hypoplasia affecting the eye,Frequent (79-30%),GARD:0013170
HP:0008065,Aplasia/Hypoplasia of the skin,Frequent (79-30%),GARD:0013170
HP:0000079,Abnormality of the urinary system,Occasional (29-5%),GARD:0005305
HP:0000175,Cleft palate,Occasional (29-5%),GARD:0005305
HP:0000232,Everted lower lip vermilion,Very frequent (99-80%),GARD:0005305
HP:0000262,Turricephaly,Very frequent (99-80%),GARD:0005305
HP:0000272,Malar flattening,Very frequent (99-80%),GARD:0005305
HP:0000286,Epicanthus,Very frequent (99-80%),GARD:0005305
HP:0000293,Full cheeks,Very frequent (99-80%),GARD:0005305
HP:0000316,Hypertelorism,Very frequent (99-80%),GARD:0005305
HP:0000347,Micrognathia,Very frequent (99-80%),GARD:0005305
HP:0000369,Low-set ears,Frequent (79-30%),GARD:0005305
HP:0000431,Wide nasal bridge,Very frequent (99-80%),GARD:0005305
HP:0000470,Short neck,Very frequent (99-80%),GARD:0005305
HP:0000474,Thickened nuchal skin fold,Very frequent (99-80%),GARD:0005305
HP:0000520,Proptosis,Frequent (79-30%),GARD:0005305
HP:0000574,Thick eyebrow,Very frequent (99-80%),GARD:0005305
HP:0001176,Large hands,Very frequent (99-80%),GARD:0005305
HP:0001249,Intellectual disability,Very frequent (99-80%),GARD:0005305
HP:0001263,Global developmental delay,Very frequent (99-80%),GARD:0005305
HP:0002023,Anal atresia,Occasional (29-5%),GARD:0005305
HP:0002558,Supernumerary nipple,Occasional (29-5%),GARD:0005305
HP:0002564,Malformation of the heart and great vessels,Frequent (79-30%),GARD:0005305
HP:0002714,Downturned corners of mouth,Very frequent (99-80%),GARD:0005305
HP:0002750,Delayed skeletal maturation,Frequent (79-30%),GARD:0005305
HP:0002916,Abnormality of chromosome segregation,Very frequent (99-80%),GARD:0005305
HP:0003196,Short nose,Very frequent (99-80%),GARD:0005305
HP:0004209,Clinodactyly of the 5th finger,Very frequent (99-80%),GARD:0005305
HP:0004322,Short stature,Frequent (79-30%),GARD:0005305
HP:0008053,Aplasia/Hypoplasia of the iris,Occasional (29-5%),GARD:0005305
HP:0008056,Aplasia/Hypoplasia affecting the eye,Occasional (29-5%),GARD:0005305
HP:0009738,Abnormality of the antihelix,Very frequent (99-80%),GARD:0005305
HP:0012368,Flat face,Very frequent (99-80%),GARD:0005305
HP:0000028,Cryptorchidism,Frequent (79-30%),GARD:0001100
HP:0000047,Hypospadias,Occasional (29-5%),GARD:0001100
HP:0000078,Abnormality of the genital system,Very frequent (99-80%),GARD:0001100
HP:0000144,Decreased fertility,Frequent (79-30%),GARD:0001100
HP:0000248,Brachycephaly,Occasional (29-5%),GARD:0001100
